,peopleNm,peopleNmEn,cast,castEn,movieCd
0,신현준,SHIN Hyun-joon,,,20060005
1,임하룡,IM Ha-ryong,백 이장,,20060005
2,탁재훈,TAK Jae-hoon,여창,,20060005
3,김수미,KIM Su-mi,,,20060005
4,김효진,KIM Hyo-jin,읍내 사진관 직원 정원 ,,20060005
5,정구영,JEONG Gu-yeong ,,,20060005
6,강낙호,KANG Nak-ho,목사,,20060005
7,조덕현,CHO Duk-hyun,최 이장,,20060005
8,지대한,JI Dae-han,영삼,,20060005
9,권병길,KWON Byung-gil,의사,,20060005
10,오수현,O Su-hyeon,여창패거리3 ,,20060005
11,최진용,Choe Jin-yong,버스기사,,20060005
12,김현경,KIM Hyun-kyung,행사진행 여자,,20060005
13,박상희,PARK sang-hee,박이장사진속 부인 ,,20060005
14,최양락,,최양락(특별출연) ,,20060005
15,이정주,,다방레지1 ,,20060005
16,서자영,,슈퍼마켓 여자,,20060005
0,강혜정,GANG Hye-jung,,,20060085
1,조승우,CHO Seung-woo,조강,,20060085
2,장민, ,,,20060085
3,이진영,LEE Jin-yeong,출납직원 ,,20060085
4,조현철,CHO Hyun-chul,상혁,,20060085
5,진경,JIN Gyeong,여선생,,20060085
6,강신일,KANG Sin-Il,조강 아버지,,20060085
7,한수빈,,갓난아리,,20060085
8,김병주,,철기,,20060085
9,고태호,GO Tae-ho,반장,,20060085
10,오병진,,경찰1 ,,20060085
11,이형철,,우정출연 닥터강 ,,20060085
12,이재용,LEE Jae-yong,서정 스님,,20060085
13,박신혜,PARK Shin-hye,변자,,20060085
14,우현,WOO Hyun,택시기사,,20060085
15,남정희,NAM Jung-hee,할머니,,20060085
0,톰 크루즈,Tom Cruise,에단 헌트,,20060107
1,필립 세이모어 호프만,Philip Seymour Hoffman,오웬 데이비언,,20060107
0,차승원,CHA Seoung-won,,,20060093
1,조이진,JO I-Jin,연화 ,,20060093
2,심혜진,SHIM Hye-jin,경주,,20060093
3,유해진,Yoo Hai Jin,,,20060093
4,정효숙,,더블베이스,,20060093
5,이아현,LEE Ah-hyeon,선호의 누나 선애,,20060093
6,손범수,SON Beom-soo,아나운서,,20060093
7,김상호,KIM Sang-ho,취객,,20060093
8,송은주,,가극 중 병사,,20060093
9,박지은,,병사 ,,20060093
10,박진규,,트럼본 ,,20060093
11,황현아,,바이올린,,20060093
12,김동길,,하나원전경3,,20060093
13,백성현,,트럼펫 ,,20060093
14,유선아,,비올라 ,,20060093
15,유수정,,첼로 ,,20060093
16,이상주,,지휘자,,20060093
17,박미경,,오케스트라-타악기  ,,20060093
18,이석영,,오케스트라,,20060093
19,장훈,,병사,,20060093
20,권경선,,병사,,20060093
21,임병근,,전승기념관아이1,,20060093
22,임보람,,10호초소장교,,20060093
23,우수인,,대사관 경비병1 ,,20060093
24,오민섭,,하나원전경2 ,,20060093
25,이진옥,,오케스트라-바이올린 ,,20060093
26,이윤호,,대사관 경비병2 ,,20060093
27,안혜영,,병사 ,,20060093
28,장소연,JANG So-yeon,하나원 동료 1,,20060093
29,손진호,SOHN Jin-ho,사진사,,20060093
30,양지웅,YANG Ji-woong,운전수,,20060093
31,정민성,JUNG Min-sung,단원 1,,20060093
32,이민웅,LEE Min-woong,하나원 전경 1,,20060093
33,이정민,LEE Jung-min,통일전망대 장교,,20060093
34,이순화,,바이올린,,20060093
0,메리 엘리자베스 윈스티드,Mary Elizabeth Winstead,웬디,,20060113
1,라이언 메리먼,Ryan Earl Merriman,케빈,,20060113
0,이문식,LEE Moon-sik,,,20060112
1,김유미,KIM You-mi,,,20060112
2,최여진,CHOI Yeo-jin,배달소녀 ,,20060112
3,이광호,,용배,,20060112
4,박정학,PARK Jeong-hak,군산의 조직보스 만수,,20060112
5,김뢰하,KIM Roi-ha,천 사장,,20060112
6,유태웅,YOO Tae-ung,강 수사관,,20060112
7,김상호,KIM Sang-ho,지 형사,,20060112
8,김형범,KIM Hyoung-beom,형준,,20060112
9,변희봉,BYUN Hee-bong,필두 부,,20060112
10,김수미,KIM Su-mi,특별출연-권 여사,,20060112
11,박성일,PARK Sung-il,검찰청 형사 1,,20060112
12,이순성,,만수파,,20060112
13,오호진,,만수파 ,,20060112
14,김정현,KIM Jung-hyun,만수파 ,,20060112
15,박휘순,PARK Whee-soon,예고편 목소리,,20060112
16,이철민,LEE Cheol-min,재구,,20060112
17,정민성,JUNG Min-sung,노상 강도,,20060112
18,이정민,LEE Jung-min,의사,,20060112
0,이반 아탈,Yvan Attal,프랑소와 테일랜디어,,20060121
1,소피 마르소,Sophie Marceau,키아라 ,,20060121
0,톰 행크스,Tom Hanks,로버트 랭던,,20060117
1,오드리 토투,Audrey Tautou,소피 느부,,20060117
0,문소리,MOON So-ri,미라,,20060123
1,엄태웅,UHM Tae-woong,형철,,20060123
2,고두심,KO Doo-shim,,,20060123
3,공효진,KONG Hyo-jin,선경,,20060123
4,김혜옥,KIM Hye-ok,,,20060123
5,봉태규,BONG Tae-gyu,,,20060123
6,김꽃비,KIM Kkot-bi,무신,,20060123
7,주진모,JOO Jin-mo,경석,,20060123
8,정유미,JUNG Yu-mi,채현,,20060123
9,이인철,LEE In-chul,동동구리무,,20060123
10,김현아,KIM Hyun-ah,,,20060123
11,우현,WOO Hyun,준호,,20060123
12,박미현,PARK Mi-hyen,미현,,20060123
13,조희봉,CHO Hee-bong,플랫폼 - 찾는 남자 ,,20060123
14,류승범,RYOO Seung-bum,,,20060123
15,고규필,KO Gyu-pil,채현/경석 친구1,,20060123
16,김동영,KIM Dong-young,분식집 단골학생 5,,20060123
17,류성현,RYU Seong-hyeon,빚쟁이 남자,,20060123
0,정두홍,JUNG Doo-hong,정태수,,20060134
1,류승완,RYOO Seungwan,유석환 ,,20060134
2,이범수,LEE Beom-su,,,20060134
3,김꽃비,KIM Kkot-bi,면도날 여고생,,20060134
4,김동영,KIM Dong-young,십대 필호,,20060134
5,박지환,PARK Ji-hwan,10대 상대파 두목 역,,20060134
6,정희정,,술집아가씨2,,20060134
7,조규철,,퍽치기1,Pickpocket1,20060134
8,박대희,PARK Dae-hui,조사장 중역2 ,,20060134
9,정우,JUNG Woo,십대 왕재,,20060134
10,김병옥,KIM Byung-ok,청년회장,,20060134
11,조덕현,CHO Duk-hyun,조 사장,,20060134
12,정석용,JUNG Suk-yong,유동환,,20060134
13,안길강,AHN Kil-kang,오왕재,,20060134
14,김시후,KIM Si-hoo,10대 석환,,20060134
15,이주실,LEE Ju-sil,석환 모,,20060134
16,김기천,KIM Ki-chun,살수,,20060134
17,김수현,KIM Su-hyun,서울 형사,,20060134
18,김효선,KIM Hyo-seon,여비서,,20060134
19,김원중,KIM Won-jung,다다미방 조직원1 ,,20060134
20,신성일,,다다미방 조직원6,,20060134
21,김미라,Kim Mi-ra,다다미방 한복녀3,,20060134
22,박주천,PARK Ju-chun,온성경찰서 형사7 ,,20060134
23,최태영,CHOI Tae-young,조사장 중역3,,20060134
24,주형진,Joo Hyung-jin,정보 양아치1 ,Blackmailer1 ,20060134
25,지중현,Ji Joong-hyun,아시바인부1 ,Construction Laborer1 ,20060134
26,김덕현,Kim Ducky,댄서십대,,20060134
27,구자훈,,구팀장,,20060134
28,권귀덕,KWON Kwi-deok,다다미방 조직원4,,20060134
29,박상재,,자전거십대 ,,20060134
30,정은미,Jung Eun-mi,술집아가씨1,,20060134
31,최영남,Choi Young-nam,인라인십대 ,Teenage In-Line Skaters ,20060134
32,권승구,GWON Seung-gu,온성경찰서 형사6,,20060134
33,이종연,LEE Jong-yeon,온성경찰서 형사5 ,,20060134
34,이진선,Tatoo,댄서십대 ,Teenage Dancers ,20060134
35,김정환,,댄서십대 ,,20060134
36,이인우,,댄서십대 ,,20060134
37,이혜림,,술집아가씨4 ,,20060134
38,이재욱,,댄서십대 ,,20060134
39,박영서,PARK Young-seo,십대 동환,,20060134
0,엄정화,UHM Jeong-hwa,김지수,,20060124
1,박용우,PARK Yong-woo,심광호,,20060124
2,신의재,SHIN Eui-jae,,,20060124
3,김호연,KIM Ho-yeon,보람 엄마,,20060124
4,이명숙,LEE Myung-sook,경민 집주인 역,,20060124
5,최윤선,CHOI Yoon-sun,소영,,20060124
6,조미애,,은사,,20060124
7,김현영,,예리엄마,,20060124
8,정인기,JUNG In-gi,지수 오빠,,20060124
9,이승현,LEE Seung-hyun,유식 ,,20060124
10,신승연,,연주아이2,,20060124
11,조준희,,연주아이1 ,,20060124
12,강현주,,박선생,,20060124
13,곽미라,,할인매장직원,,20060124
14,유지연,,연주아이5 ,,20060124
15,장선,,지수대역,,20060124
16,오승연,,여자아이1 ,,20060124
17,정수현,,연주아이6,,20060124
18,최윤아,,여자아이2 ,,20060124
19,엄창용,,현악4중주 ,,20060124
20,여경보,,외국인교수입양딸 ,,20060124
21,김아영,,동창1,,20060124
22,김보라,KIM Bo-ra,민희,,20060124
23,김희정,KIM Hee-jung,전공자 엄마,,20060124
24,박영서,PARK Young-seo,피자집 종업원,,20060124
0,김효진,KIM Hyo-jin,윤소주 ,,20060125
1,박건형,PARK Gun-hyung,,,20060125
2,최원영,CHOI Won-young,학생과 선생1,,20060125
3,정욱,JUNG Wook,,,20060125
4,강기재,KANG Ki-jae,이종 격투기 선수,,20060125
5,김호규,,불량 고삐리1,,20060125
6,김미림,,깻잎3,,20060125
7,박지혜,,깻잎1 ,,20060125
8,박찬훈,,현재패2 ,,20060125
9,정진우,JiN-woo Jung,버스기사,,20060125
10,한승훈,HAN Seung-hun,학원남학생,,20060125
11,박동진,,현재패3 ,,20060125
12,임미미,,정승미,,20060125
13,김소정,,시연,,20060125
14,김명국,KIM Myeong-gook,교장,,20060125
15,홍주환,,형사2,,20060125
0,린제이 로한,Lindsay Lohan,애쉴리 올브라이트,,20060126
1,크리스 파인,Chris Pine,제이크 하딘,,20060126
0,커트 러셀,Kurt Russell ,로버트 램지,,20060129
1,조쉬 루카스,Josh Lucas,존 딜런,,20060129
0,브루스 윌리스,Bruce Willis,너구리 RJ,,20060130
1,신동엽,SHIN Dong-yeob,거북이 번 더빙 목소리 역,,20060130
2,보아,BoA,,,20060130
0,양동근,YANG Dong-keun,나경호 ,,20060135
1,김성수,KIM Sung-su,,,20060135
2,한대수,HAHN Dae-soo,특별출연,,20060135
3,한대수,HAHN Dae-soo,특별출연,,20060135
4,나윤성,NA Yoon-sung,NSI 요원 5,,20060135
5,강지훈,KANG Ji-hoon,NSI요원 3,,20060135
6,김혜민,KIM Hye-min,,,20060135
7,임종윤,LIM Jong-yun,NSL 과장,,20060135
8,정훈,,NSI LA연행요원2,,20060135
9,김형범,KIM Hyoung-beom,NSI 요원 4,,20060135
10,이재용,LEE Jae-yong,,,20060135
11,신광철,Sin Gwang-cheol,1%그룹2,,20060135
12,주영길,,양회장 보디가드 ,,20060135
13,지용남,,스턴트 대역 ,,20060135
14,김경현,,멤버쉽클럽 바텐더,,20060135
15,최용승,,김회장 보디가드 ,,20060135
16,남명렬,NAM Myeong-ryeol,김회장,,20060135
17,지현준,JI Hyun-jun,섹시남,,20060135
0,한석규,HAN Suk-kyu,문재,,20060070
1,이문식,LEE Moon-sik,봉연,,20060070
2,오달수,OH Dal-su,오근,,20060070
3,차예련,CHA Ye-ryun,인정,,20060070
4,이병준,LEE Byeong-jun,영선,,20060070
5,김시후,KIM Si-hoo,현재,,20060070
6,정경호,JUNG Kyung-ho,홍배,,20060070
7,신현탁,SHIN Hyeon-Tak,원룡,,20060070
8,천은정,,수진 ,,20060070
9,진용욱,JIN Yong-uk,견인차 기사,,20060070
0,유카,Yuka,스기우라,,20060161
1,시이나 깃페이,Kippei Shiina,마츠무라,,20060161
0,리브 슈라이버,Liev Schreiber,로버트 쏜,,20060152
1,줄리아 스타일즈,Julia Stiles,캐서린 쏜,,20060152
2,미아 프레,Mia Frye ,베이록 부인,,20060152
3,샤무스 데이비 피츠패트릭,Seamus Davey-Fitzpatrick,데미안,,20060152
0,폴 워커,Paul Walker,조이 가젤 ,,20060145
1,카메론 브라이트,Cameron Bright,올렉 유고스키,,20060145
0,휴 잭맨,Hugh Jackman,로건/울버린,,20060136
1,할리 베리,Halle Berry,오로로 먼로/스톰,,20060136
2,이안 맥켈런,Ian McKellen,에릭 렌셔/마그네토,,20060136
0,조인성,ZO Insung,병두,,20060137
1,천호진,CHUN Ho-jin,황 회장,,20060137
2,이보영,LEE Bo-young,현주 역 ,,20060137
3,박세환,,종규 ,,20060137
4,임정우,,서점 남자손님,,20060137
5,남궁민,NAMGUNG Min,민호,,20060137
6,진구,JIN Goo,종수,,20060137
7,윤제문,YOON Je-moon,중간보스 상철,,20060137
8,선우은숙,SUNWOO Eun-sook,병두 모,,20060137
9,이종혁,LEE Jong-hyuk,영화 속 건달 주인공 ,,20060137
10,김원진,KIM Won-jin,삼거리파 오락실 건달3 ,,20060137
11,김효선,,동창생4,,20060137
12,신윤철,,삼거리파 한강터널 건달4,,20060137
13,박효준,PARK Hyo-jun,하마,,20060137
14,조진웅,CHO Jin-woong,영필,,20060137
15,문성혁,Mun Seong-hyeok,UTL 개발팀장,,20060137
16,조진철,,상철 여동생 신랑 ,,20060137
17,박유민,,상철영필 수하건달 1 ,,20060137
18,안용우,,삼거리파 오락실 건달1,,20060137
19,장보경,,무대인사 지인,,20060137
20,박진성,PARK Jin-sung,영화사 사장 ,,20060137
21,김광수,KIM Kwang-soo,독사파 건달6,,20060137
22,김상식,,독사,,20060137
23,박경민,,강변 레스토랑 웨이터 ,,20060137
24,홍의정,HONG Ui-jeong,독사파 건달4,,20060137
25,김필수,Kim Pil-soo,독사파 건달5,,20060137
26,윤소영,,영화속 정부 ,,20060137
27,박민우,,채무자 아들 ,,20060137
28,박병렬,PARK Byeong-ryeol,독사파 건달3 ,,20060137
29,전경수,,독사 룸싸롱 수하,,20060137
30,임미경,,기획팀장,,20060137
31,정미소,,민호 룸싸롱 나가요2,,20060137
32,김철준,Kim Chul-jun,삼거리파 오락실 건달2,,20060137
33,정재은,,황회장 룸사롱 나가요2,,20060137
34,오기환,,삼거리파 한강터널 건달3 ,,20060137
35,김정한,,삼거리파 한강터널 건달2 ,,20060137
36,서민경,,초등학교 현주,,20060137
37,김병춘,KIM Byung-chun,우 형사,,20060137
38,김영필,KIM Young-pil,이 대리,,20060137
39,이신성,LEE Shin-seong,병식 ,,20060137
40,이양희,LEE Yang-hee,나 형사,,20060137
41,류성현,RYU Seong-hyeon,형사 1,,20060137
42,이정민,LEE Jung-min,동창생 진욱,,20060137
43,신유람,SHIN Yoo-ram,삼거리파 오락실 건달4,,20060137
44,박혁민,PARK Hyuk-min,문식,,20060137
45,김조운,JO Woon,독사파 건달1,,20060137
46,이현우,LEE Hyun-woo,초등학교 민호,,20060137
0,프란카 포텐테,Franka Potente,케이트,,20060144
1,유카,Yuka,,,20060144
2,숀 해리스,Sean Harris,크레이그,,20060144
0,박중훈,PARK Joong-hoon,,,20060138
1,천정명,CHUN Jung-myoung,,,20060138
2,유인영,YOO In-young,한미래,,20060138
3,강민수,KANG Min-su,택시기사2,,20060138
4,최창민,,한재필,,20060138
5,심재원,Shim Jae-won,김중만,,20060138
6,안정희,AHN Jung-hee,최형사 아내,,20060138
7,최무성,CHOI Moo-sung,박 반장,,20060138
8,조진웅,CHO Jin-woong,신 형사,,20060138
9,김준배,KIM Jun-bae,강철민,,20060138
10,김학선,KIM Hak-sun,최 형사,,20060138
11,황석정,HWANG Seok-jeong,황 형사,,20060138
12,한기중,HAN Ki-joong,장 검사,,20060138
13,김중기,KIM Jung-ki,서 이사,,20060138
14,문정희,MOON Jung-hee,여가수,,20060138
15,장보영,,룸싸롱 라면먹는 아가씨,,20060138
16,강정원,,수술실의사1,,20060138
17,최동건,,미결수1 ,,20060138
18,김성관,KIM Sung-kwan,검찰청직원,,20060138
19,박대현,,버스양아치2 ,,20060138
20,윤서현,,최형사 딸 ,,20060138
21,윤성재,,문상객 ,,20060138
22,구정욱,GU Jeong-uk,중만부하1,,20060138
23,김철구,,중만부하3,,20060138
24,최영환,CHOI Yeonghwan,최과장 ,,20060138
25,오경수,,여가수백댄서1 ,,20060138
26,김주범,KIM Ju-bum,택시기사1 ,,20060138
27,염혜란,YEOM Hye-ran,공 선생,,20060138
28,이미은,LEE Mi-eun,마담 ,,20060138
29,백현진,BEK Hyun-jin,중국집 조직원,,20060138
30,조영규,JO Yong-gyu,철수,,20060138
31,송대중,song dae joong,,,20060138
0,호리키타 마키,Maki Horikita,마츠다 아스카,,20060164
1,구로키 메이사,Kuroki Meias ,구사마 에미리 ,,20060164
2,장근석,JANG Keun-suk,안진우,,20060164
0,조쉬 하트넷,Josh Hartnett,슬레빈,,20060156
1,브루스 윌리스,Bruce Willis,미스터 굿캣,,20060156
0,샤를리즈 테론,Charlize Theron,이온 플럭스,,20060155
0,페넬로페 크루즈,Penelope Cruz,마리아,,20060179
1,셀마 헤이엑,Salma Hayek,사라,,20060179
0,브랜든 루스,Brandon Routh,슈퍼맨/클라크 켄트,,20060148
1,케빈 스페이시,Kevin Spacey,렉스 루더,,20060148
0,송윤아,SONG Yun-a,고참 형사 소영,,20060157
1,이동욱,LEE Dong-wook,신참 형사 현기,,20060157
2,손승진,Son Seung-jin,파출소 순경,,20060157
3,이승주,,지철,,20060157
4,이승철,,조소장,,20060157
5,정원중,JUNG Won-joong,김 반장,,20060157
6,이종수,LEE Jong-su,동민,,20060157
7,김정우,KIM Jung-woo,형사3,,20060157
8,최정우,CHOE Jeong-u,부검의,,20060157
9,조도연,,호텔직원,,20060157
10,백민현,BAEK Min-hyun,준호 ,,20060157
11,모종혁,MO Jong-hyeok,범인1 ,,20060157
12,천민수,,의경1 ,,20060157
13,유인나,YOO In-na,호텔녀 ,,20060157
14,임승미,LIM Seung-mi,여고생5,,20060157
15,송민정,SONG Min-jeong,어린 소영,,20060157
16,손진호,SOHN Jin-ho,감식반 1,,20060157
0,류승범,RYOO Seung-bum,아치,,20050313
1,유현영,,이쁜이,,20050313
2,임창정,IM Chang-jung,씨팍,,20050313
3,정미,,녹음참여성우들,,20050313
4,박한재,PARK Han-jae,닥터 스트레인저 ,,20050313
5,최준영,CHOI Joon-young,녹음참여성우들,,20050313
6,박정민,,성우 ,,20050313
7,서혜정,,국장 ,,20050313
8,장동혁,,일당들,,20050313
9,김창후,,두목,,20050313
10,양정화,YANG Jeong-hwa,보자기 ,,20050313
0,데미 무어,Demi Moore,레이첼 칼슨,,20060139
1,한스 매디슨,Hans Matheson,엔거스,,20060139
0,조니 뎁,Johnny Depp,캡틴 잭 스패로우,,20060146
1,올랜도 블룸,Orlando Bloom,윌 터너,,20060146
0,고소영,KO So-young,오세진,,20060160
1,강성진,KANG Sung-jin,형사 양성식,,20060160
2,장희진,JANG Hee-jin,유연,,20060160
3,박하선,PARK Ha-seon,여고생 이정홍,,20060160
4,김동욱,KIM Dong-wook,신정수,,20060160
0,김형준,,파이,,20060180
1,김현중,KIM Hyeon-jung,맥스,,20060180
2,권희덕,KWEON Hee-deok,매지,,20060180
3,임채무,IM Chae-moo,바다의 심판 네리사 목소리 ,,20060180
4,박정민,,퍼시 ,,20060180
5,박정민,,홍합1 ,,20060180
6,유준,,상어1 ,,20060180
7,이영기,LEE Young-ki,상어3,,20060180
0,조재현,CHO Jae-hyun,,,20060147
1,안성기,AHN Sung-ki,,,20060147
2,차인표,CHA In-pyo,,,20060147
3,문성근,MOON Sung-keun,,,20060147
4,강신일,KANG Sin-Il,"김홍순 내관 증손, 도굴전과 7범 김유식",,20060147
5,이윤주,LEE Yun-ju,궁녀 ,,20060147
6,최종원,CHOI Chong-won,고종 제1내관,,20060147
7,최연식,,인부 최 ,,20060147
8,이승철,,야당총재,,20060147
9,백일섭,BAEK Il-seob,북한 국방위원장,,20060147
10,이한위,LEE Han-wie,발굴팀장,,20060147
11,박길수,PARK Gil-soo,발굴팀장,,20060147
12,최일화,CHOI Il-hwa,국정원장,,20060147
13,김응수,KIM Eung-soo,일본 오오야마 대사,,20060147
14,김광일,KIM Kwang-il,日유물감정단,,20060147
15,최정우,CHOE Jeong-u,외교통상부장관,,20060147
16,최창석,,해군 지휘관,,20060147
17,서강석,,日 병사 ,,20060147
18,고정은,,장안당 상궁,,20060147
19,최동규,,전의 ,,20060147
20,김성원,,원로1,,20060147
21,최병권,,특별위원 ,,20060147
22,장문정,,궁녀,,20060147
23,김영신,,특별위원,,20060147
24,이미도,LEE Mi-do,궁녀,,20060147
25,이승호,LEE Seung-ho,육군 참모총장,,20060147
26,이칸희,LEE Kan-hee,영부인,,20060147
27,조민준,JO Min-jun,낭인,,20060147
28,권태원,KWON Tae-won,국방장관,,20060147
29,이양희,LEE Yang-hee,일본 각료,,20060147
30,류제승,RYU Je-seung,광화문 군인,,20060147
31,정병철,,대령,,20060147
0,장 루이스 에티엔,Jean-Louis Etienne,나레이터,,20060196
0,오웬 윌슨,Owen Wilson,맥퀸,,20060149
1,폴 뉴먼,Paul Newman,닥 허드슨,,20060149
0,루카스 블랙,Lucas Black,숀 보스웰,,20060173
1,성 강,Sung Kang,한,,20060173
2,브라이언 티,Brian Tee,디 케이,,20060173
0,밀라 요보비치,Milla Jovovich,바이올렛,,20060193
0,오오타니 이쿠에,Ikue Ootani,피카츄 목소리 ,,20060204
1,쉬라토리 유리,Yuri Shiratori,마나피 목소리 ,,20060204
0,박은혜,PARK Eun-hye,한지연,,20060207
1,임호,Lim Ho,박 형사,,20060207
2,박은혜,PARK Eun-hye,segment 2월 29일 - 지연,,20060207
3,송휘욱,SONG Hwe-wook,,,20060207
4,백은진,Baek eunjin,톨게이트 손님2 ,,20060207
5,김강식,KIM Kang-sik,톨게이트 손님1,,20060207
6,최건,,톨게이트 김부장 ,,20060207
7,유성권,YU Seong-kweon,사고 콜테이트 직원 ,,20060207
8,최선애,,톨게이트 여직원 ,,20060207
9,오형진,OH Hyung-Jin,톨게이트 손님4 ,,20060207
10,이대우,,최형사,,20060207
0,송강호,SONG Kang-ho,강두,Gang-du,20060151
1,변희봉,BYUN Hee-bong,희봉,Hee-bong,20060151
2,박해일,PARK Hae-il,남일,Nam-il,20060151
3,배두나,BAE Doo-na,남주,Nam-joo,20060151
4,고아성,KO Asung,현서,Hyun-seo,20060151
5,오달수,OH Dal-su,괴물 Voice ,,20060151
6,박노식,PARK Nou-sik,흥신소 직원,,20060151
7,고수희,KOH Sui-hee,인질 간호사,,20060151
8,윤제문,YOON Je-moon,노숙자,,20060151
9,김뢰하,KIM Roi-ha,노랑 1,,20060151
10,이재응,LEE Jae-eung,세진,,20060151
11,이왕우,,뉴스기사,,20060151
12,라미란,RA Mi-ran,발동동 아줌마,,20060151
13,고창석,GO Chang-seok,격리공간 조무사 1,,20060151
14,박진우,PARK Jin-woo,격리병원 순경,,20060151
15,김학선,KIM Hak-sun,군무원 김씨,,20060151
16,신현종,SIN Hyeon-jong,윤 사장 친구,,20060151
17,신승리,SHEEN Victoria,도날드 애인 ,,20060151
18,조덕제,JO Duk-je,형사 2,,20060151
19,조진영,,목소리출연 ,,20060151
20,김창렬,KIM Chang-ryeol,흥신소부하2,,20060151
21,김병훈,,,,20060151
22,이훈진,,뚱뚱남,,20060151
23,정강희,JUNG Kang-hee,윤사장 직원,,20060151
24,김대근,KIM Dae-keun,흥신소부하3,,20060151
25,김효선,,격리병원 간호사2,,20060151
26,김종준,KIM Jong-jun,발포경찰 ,,20060151
27,김다영,,커플녀,,20060151
28,유승목,YOO Seung-mok,택시기사,,20060151
29,손진호,SOHN Jin-ho,격리공간 의사 2 ,,20060151
30,권병길,KWON Byung-gil,격리공간 의사 1,,20060151
31,손영순,SON Young-soon,버스 안 할머니,,20060151
32,정인기,JUNG In-gi,격리병원 의사,,20060151
33,최교식,CHOI Gyo-sik,형사 3,,20060151
34,이종윤,LEE Jong-yoon,4번 돗자리 1,,20060151
35,김비비,KIM Bi-bi,격리병원 간호사1,,20060151
36,조영규,JO Yong-gyu,형사 1,,20060151
0,사와지리 에리카,Erika Sawajiri,나나,,20060202
1,오구리 슌,Shun Oguri,전차 운전사 슌이치,,20060202
0,빌 머레이,Bill Murray,가필드,,20060194
1,브레킨 메이어,Breckin Meyer,존,,20060194
0,김서형,KIM Seo-hyung,,,20060208
1,김유정,KIM You-jung,,,20060208
2,김현희,,지은,,20060208
3,성경선,,수영,,20060208
4,김용대,KIM Yong-dae,용달기사,,20060208
5,조영진,JO Young-jin,박병두,,20060208
6,이황의,LEE Hwang-eui,한창수,,20060208
7,최대훈,CHOI Dae-hun,현미 남자 친구,,20060208
8,김자영,KIM Ja-young,도우미 아줌마,,20060208
0,서영희,SEO Young-hee,남미자,,20060210
1,오미희,OH Mi-hee,,,20060210
2,여현수,YEO Hyeon-soo,,,20060210
3,유설아,YOO Sul-a,,,20060210
4,김응수,KIM Eung-soo,마 형사,,20060210
5,이동규,LEE Dong-kyu,김명호 역,,20060210
6,이지현,LEE Ji-hyun,,,20060210
7,박효준,PARK Hyo-jun,허달봉 ,,20060210
8,박재희,PARK Jae-hee,여학생 ,,20060210
9,강지연,,어린 순희,,20060210
10,김태호,,아기 영민,,20060210
11,문가영,MOON Ga-young,어린 은영,,20060210
0,이준기,LEE Joon-gi,,,20060191
1,이문식,LEE Moon-sik,,,20060191
2,김지훈,Kim Ji-hun,,,20060191
3,손은경,,리포터,,20060191
4,김소은,KIM So-eun,,,20060191
5,조현,,포장마차주인 아내 ,,20060191
6,이재용,LEE Jae-yong,교감,,20060191
7,조성하,CHO Seong-ha,차주오,,20060191
8,우현,WOO Hyun,포장마차 주인,,20060191
9,황인범,HWANG In-bum,불량배3,,20060191
10,박진용,,학생2 ,,20060191
11,김경재,,학생1,,20060191
12,김태환,Taehwan Kim,불량배2,,20060191
13,최문섭,,양아치1 목소리 ,,20060191
14,박석희,PARK Seok-hui,불량배4 ,,20060191
15,우수인,WOO Su-in,양아치2 목소리 ,,20060191
16,김형일,,의사,,20060191
0,이은성,LEE Eun-seong,김보람 ,,20060227
1,유호린,YOO Ho-rin,서유진 ,,20060227
2,김리나,KIM Ri-na,,,20060227
3,함정이,HAM Jeong-i,선생 7,,20060227
4,손지나,,사감,,20060227
5,최정인,CHOI Jung-in,보조선생 1,,20060227
0,샘 러너,Sam Lerner,차우더,,20060197
1,밋첼 머소,,디제이,,20060197
0,임수정,LIM Soo-jung,시은,,20060214
1,김유정,KIM You-jung,어린 시은,,20060214
2,박길수,PARK Gil-soo,마천복,,20060214
3,정경호,JUNG Kyung-ho,보안관,,20060214
4,박은수,PARK Eun-su,익두 ,,20060214
5,김광규,KIM Kwang-gyoo,장한성 마주,,20060214
6,허재영,,기수들,,20060214
7,신형철,,기수들,,20060214
8,박태종,PARK Tae-jong,기수들 ,,20060214
9,배정윤,BAE Jeong-yun,영숙 ,,20060214
10,양희진,,배식기수 ,,20060214
11,이태용,,기수들 ,,20060214
12,이준철,,기수들,,20060214
13,오태경,OH Tae-kyung,철이,,20060214
14,김상호,KIM Sang-ho,홍 반장,,20060214
15,권병길,KWON Byung-gil,황 노인,,20060214
16,김기천,KIM Ki-chun,판돌,,20060214
17,유오성,YU Oh-seong,,,20060214
0,김옥빈,KIM Ok-vin,,,20060218
1,박진우,PARK Jin-woo,,,20060218
2,이켠,LEE Kyun ,,,20060218
3,김도연,KIM Do-yeon,,,20060218
4,김수미,KIM Su-mi,,,20060218
5,박용식,PARK Yong-sik,교장 역,,20060218
6,정혜영,,기자들,,20060218
7,신규식,SHIN Kyu-sik,기자들,,20060218
8,이용주,LEE Yong-Joo,회장소년,,20060218
9,박혜원,,반장소녀 ,,20060218
10,이동우,LEE Dong-woo,에로틱랠름교살사댄스,,20060218
11,유호린,YOO Ho-rin,하례크리슈나/ 날라리소녀 ,,20060218
12,이원종,LEE Won-jong,왕칼 언니,,20060218
