,peopleNm,peopleNmEn,cast,castEn,movieCd
35,이혜림,,캬바레귀부인3 ,,20040514
36,오현수,oh hyeonsoo,지연 사내,,20040514
37,이필모,LEE Pil-mo,꽃미남,,20040514
38,신현종,SIN Hyeon-jong,떡볶이 남편,,20040514
39,황석정,HWANG Seok-jeong,간호사 희선,,20040514
0,벤 애플렉,Ben Affleck,,,20040499
1,리브 타일러,Liv Tyler,,,20040499
0,오시나리 슈고,Shugo Oshinari ,,,20040523
1,마에다 아이,Ai Maeda,,,20040523
0,김윤석,KIM Yun-seok,이형사,,20040487
1,박신양,PARK Shin-yang,,,20040487
2,주진모,JOO Jin-mo,조사계장,,20040487
3,염정아,YUM Jung-ah,서인경,,20040487
4,이기철,LEE Gi-cheol,비디오 경찰 2 역 ,,20040487
5,백윤식,BAEK Yoon-sik,,,20040487
6,김상호,KIM Sang-ho,휘발류,,20040487
7,이인성,LEE In-sung,비디오경찰1 ,,20040487
8,이문식,LEE Moon-sik,,,20040487
9,천호진,CHUN Ho-jin,,,20040487
10,박원상,PARK Won-sang,,,20040487
11,이경헌,,YTN기자,,20040487
12,손지나,,조경란,,20040487
13,조희봉,CHO Hee-bong,박 형사,,20040487
14,손병욱,SON Byung-wook,김 형사,,20040487
15,성소원,,2번창구 여직원,,20040487
16,송현정,SONG Hyeon-jeong,여종업원,,20040487
17,한지선,,룸살롱 아가씨1,,20040487
18,서종해,SEO Jong-hae,마약상 ,,20040487
19,김선태,,웨이터2,,20040487
20,이호원,,마약상친구,,20040487
21,박세환,,인쇄소 직원 ,,20040487
22,오형진,OH Hyung-Jin,화투건달3 ,,20040487
23,이현정,,연수원 여직원 ,,20040487
24,임하룡,IM Ha-ryong,우정출연-서 사장,,20040487
25,정석원,JUNG Suk-won,화투 건달 4,,20040487
26,김기천,KIM Ki-chun,얼매 부,,20040487
27,최화진,CHOI Hwa-jin,빠텐더,,20040487
0,아담 샌들러,Adam Sandler,,,20040526
1,드류 베리모어,Drew Barrymore,,,20040526
0,양조위,Tony Leung Chiu Wai,,,20040455
1,유덕화,Andy Lau,,,20040455
2,여명,Leon Lai,,,20040455
0,에단 호크,Ethan Hawke,,,20040524
1,안젤리나 졸리,Angelina Jolie,,,20040524
2,키퍼 서덜랜드,Kiefer Sutherland,,,20040524
0,주진모,JOO Jin-mo,,,20040537
1,공형진,KONG Hyung-jin,노상구,,20040537
2,서영희,SEO Young-hee,,,20040537
3,손현주,SON Hyun-ju,박 형사 역 ,,20040537
4,정우철,Rain  Jung,전영문 기자,,20040537
5,송선미,SONG Sun-mi,,,20040537
6,오만석,OH Man-seok,알렉스,,20040537
7,기주봉,KI Joo-bong,형사반장,,20040537
8,정희태,JUNG Hee-tae,기자 2,,20040537
0,로몰라 가레이,Romola Garai,,,20040521
1,디에고 루나,Diego Luna,,,20040521
0,류승범,RYOO Seung-bum,,,20040488
1,윤소이,YOON Soi,,,20040488
2,안성기,AHN Sung-ki,,,20040488
3,이무룡,,고대무사,,20040488
4,김지영,KIM Ji-young,,,20040488
5,정두홍,JUNG Doo-hong,흑운,,20040488
6,윤주상,YOON Joo-sang,무운,,20040488
7,안길강,AHN Kil-kang,깡통,,20040488
8,김수현,KIM Su-hyun,TV 진행 남 ,,20040488
9,허명행,HEO Myeong-hoeng,깡통패거리2,,20040488
10,김효선,KIM Hyo-seon,TV진행여,,20040488
11,심재원,Shim Jae-won,깡통패거리1,,20040488
12,도영훈,DO Young-hoon,낯선남자 ,,20040488
13,윤도현,YOON Do-hyun,운전남 ,,20040488
14,장혁진,,분석관2,,20040488
15,권승구,GWON Seung-gu,과거칠선,,20040488
16,이춘영,LEE Chun-young,과거칠선 ,,20040488
17,임하룡,IM Ha-ryong,특별출연-파출소장,,20040488
18,유순철,YOO Soon-chul,노인 흑운,,20040488
19,이대연,LEE Dae-yon,운전수,,20040488
20,권범택,KWAN Bum-tack,주치의,,20040488
0,마크 러팔로,Mark Ruffalo,,,20040533
1,제니퍼 제이슨 리,Jennifer Jason Leigh,,,20040533
2,맥 라이언,Meg Ryan,,,20040533
0,오웬 윌슨,Owen Wilson,,,20040544
1,벤 스틸러,Ben Stiller,,,20040544
0,프린즈 프레디 주니어,Prinze Freddie Jr.,,,20040543
1,사라 미셀 겔러,Sarah Michelle Gellar,,,20040543
0,문소리,MOON So-ri,,,20040483
1,송강호,SONG Kang-ho,,,20040483
2,이재응,LEE Jae-eung,성낙안,,20040483
3,주진모,JOO Jin-mo,파출소장,,20040483
4,오달수,OH Dal-su,연탄가게 안씨 ,,20040483
5,노형욱,NO Hyeong-uk,,,20040483
6,류승수,RYU Seung-soo,,,20040483
7,손병호,SON Byungho,경호실장 장혁수,,20040483
8,조영진,JO Young-jin,통치자,,20040483
9,윤주상,YOON Joo-sang,쌀가게 최씨,,20040483
10,정세인,JUNG Se-in,,,20040483
11,김민석,,군인2,,20040483
12,최한철,,탱크군인,,20040483
13,채성민,,아기낙안 ,,20040483
14,민봉기,,종로경찰서장 ,,20040483
15,박길수,PARK Gil-soo,낙안 고문요원,,20040483
16,정대용,JEONG Dae-yong,북한국 지휘관,,20040483
17,김경룡,KIM Gyeong-ryong,고문 사내 2,,20040483
18,최홍일,CHOI Hong-il,고문 사내 1,,20040483
19,최교식,CHOI Gyo-sik,파출소 순경,,20040483
20,오창경,OH Chang-kyung,빈소 뒤 경호원 2,,20040483
21,김형일,,빈소 뒤 경호원1,,20040483
0,유지태,YOO Ji-tae,이문호,LEE Mun-ho,20040489
1,성현아,SUNG Hyun-ah,박선화,PARK Sun-hwa,20040489
2,김태우,KIM Tae-woo,김헌준,KIM Hun-joon,20040489
3,김호정,KIM Hojung,,,20040489
4,오유진,O Yu-jin,예쁜이,,20040489
5,엄수정,UM Soo-jung,요가녀,,20040489
6,박정환,PARK Jung-hwan,,,20040489
7,오달수,OH Dal-su,찹쌀떡장수,,20040489
8,김방선,KIM Bang-seon,,,20040489
9,허영진,HEO Yeong-jin,선화친구들,,20040489
10,김대훈,,현준식구들,,20040489
11,전은미,JEON Eun-mi,선화친구들,,20040489
12,박승배,Park Seung-bae,학생들 ,,20040489
13,서하나,SEO Ha-na,학생들 ,,20040489
14,박희은,,학생들,,20040489
15,김태훈,KIM Tae-hun,,,20040489
0,안나 파킨,Anna Paquin,,,20040549
1,타나카 마유미,Mayumi Tanaka,,,20040549
2,제임스 반 데 빅,James Van Der Beek,,,20040549
3,하야시바라 메구미,Megumi Hayashibara,,,20040549
4,이토 히로시,Hiroshi Ito,,,20040549
0,우마 서먼,Uma Thurman,,,20040556
1,데이빗 캐러딘,David Carradine,,,20040556
0,사라 폴리,Sarah Polley,안나,,20040553
1,빙 라메스,Ving Rhames,케네스,,20040553
2,제이크 웨버,Jake Weber,마이클,,20040553
0,다이앤 크루거,Diane Kruger,,,20040555
1,올랜도 블룸,Orlando Bloom,,,20040555
2,에릭 바나,Eric Bana,,,20040555
0,조승우,CHO Seung-woo,최태웅,,20040484
1,김규리,KIM Gyu-ri,박혜옥,,20040484
2,이주원,LEE Zoo-won,이장섭부인 ,,20040484
3,김봉수,KIM Bong-soo,송두수,,20040484
4,문정희,MOON Jung-hee,홍수비,,20040484
5,송길한,Song Gil-han,특별출연,,20040484
6,단혁태,DAN Hyuk-tae,특별출연 ,,20040484
7,박민희,PARK Min-hee,특별출연 ,,20040484
8,임문섭,,특별출연,,20040484
9,최영심,,특별출연 ,,20040484
10,이후곤,LEE Hoo-gon,,,20040484
11,송능한,SONG Neunghan,,,20040484
12,문혜영,MUN Hye-yeong,,,20040484
13,이재룡,LEE Jae-ryong ,,,20040484
14,최태환,CHOI Tea-hwan,재룡이파,,20040484
15,조상연,,재룡이파 ,,20040484
16,조선종,,조박사 ,,20040484
17,박은아,,미화 ,,20040484
18,김현석,,특별출연,,20040484
19,최흥국,,재룡이파,,20040484
20,심재원,Shim Jae-won,재룡이파,,20040484
21,심효진,Sim Hyo-jin,재룡이파,,20040484
22,남우성,,명동파보스,,20040484
23,하성민,,관료2,,20040484
24,박호진,,명동파6 ,,20040484
25,백기현,,재룡이파 ,,20040484
26,지성환,,재룡이파 ,,20040484
27,서동현,,재룡이파 ,,20040484
28,모상범,,재룡이파 ,,20040484
29,서영우,,재룡이파 ,,20040484
30,김대승,KIM Dai-seung,특별출연,,20040484
31,우영재,WOO Young-jae,분장사 ,,20040484
32,유광일,,재룡이파 ,,20040484
33,박동혁,,도박친구1 ,,20040484
34,김성실,,재룡이파,,20040484
35,이희탁,,,,20040484
36,장은희,,요정여자4,,20040484
37,장찬희,,도박친구4,,20040484
38,전병욱,,태진직원들2,,20040484
39,태인호,TAE In-ho,떡대친구1 ,,20040484
40,박상욱,PARK SANG WOOK,재룡이파 ,,20040484
41,박상현,PARK Sang-hyeon,재룡이파 ,,20040484
42,임수철,,재룡이파,,20040484
43,임순우,,큰아들2,,20040484
44,김태득,Kim Tae-deuk,재룡이파,,20040484
45,정수영,,상필부인,,20040484
46,임세호,LIM Se-ho,정보부요원1,,20040484
47,오은석,,큰아들 ,,20040484
48,김수용,KIM Soo-yong,명동파1,,20040484
49,김정섭,,재룡이파 ,,20040484
50,김정일,,재룡이파 ,,20040484
51,이기정,,재룡이파,,20040484
52,이한,LEE Han,임시검문경찰 ,,20040484
53,김주경,,떡대 ,,20040484
54,이재인,,선거참모 ,,20040484
55,최민철,CHOI Min-cheol,형사 2,,20040484
56,오유진,O Yu-jin,친목회 여비서,,20040484
57,김보연,KIM Bo-yeon,목소리,,20040484
58,남문철,NAM Mun-cheol,김 의원,,20040484
59,이황의,LEE Hwang-eui,형사 1,,20040484
60,한창현,HAN Chang-hyun,민 과장 ,,20040484
61,손경원,SON Kyoung-won,서기,,20040484
62,주부진,JU Bu-jin,박일원 식모,,20040484
63,손병욱,SON Byung-wook,명동파 4,,20040484
0,토니 자,Tony Jaa,,,20040570
0,원려기,Eugenia Yuan,,,20040569
1,서기,Qi Shu,,,20040569
0,전지현,Gianna JUN,여경진,,20040568
1,장혁,JANG Hyuk,고명우,,20040568
2,김정태,KIM Jung-tae,김영호,,20040568
3,정호빈,JUNG Ho-bin,신창수,,20040568
4,오정세,OH Jung-se,조 경장/왕자 1,,20040568
5,김창완,KIM Chang-wan,파출소 소장,,20040568
6,김광규,KIM Kwang-gyoo,언더 커버/왕자 3,,20040568
7,최주현,,방현부하,,20040568
8,정한철,JUNG Han-cheol,마약딜러,,20040568
9,안수라,,노래방 친구들,,20040568
10,배재일,BAE Jae-il,한국조직원 ,,20040568
11,권영빈,,유모차 아기,,20040568
12,백경찬,,스포츠카 운전자 ,,20040568
13,한지빈,,고삐리1,,20040568
14,원태운,,인질범3 ,,20040568
15,장원식,JANG won-sic,한국조직원,,20040568
16,윤선희,,노래방 친구들 ,,20040568
17,임종식,,신창수 부하,,20040568
18,이호경,,위세척 간호사,,20040568
19,송윤희,,펜트하우스 노인,,20040568
20,김희영,,교무실선생님,,20040568
21,안호완,AHN Ho-wan,피아노 선생님,,20040568
22,박윤희,,폐공장 인질범,,20040568
23,박윤희,,폐공장 인질범 ,,20040568
24,이기우,LEE Ki-woo,왕자 4,,20040568
25,우기홍,WOO Ki-hong,한국조폭 두목,,20040568
26,정보름,JEONG Bo-reum,가라오케 종업원,,20040568
27,서동원,SEO Dong-won,문호,,20040568
0,데니스 퀘이드,Dennis Quaid,,,20040490
1,제이크 질렌할,Jake Gyllenhaal,,,20040490
2,이안 홈,Ian Holm,,,20040490
0,톰 행크스,Tom Hanks,,,20040588
1,일마 P. 홀,Irma P. Hall,,,20040588
0,송윤아,SONG Yun-a,,,20040589
1,신현준,SHIN Hyun-joon,,,20040589
2,조원희,CHO Won-hee,김한수,,20040589
3,장석원,JANG Seok-won,,,20040589
4,김승욱,KIM Seung-wook,,,20040589
5,안석환,AHN Suk-hwan,,,20040589
6,홍수아,HONG Soo-ah,여자,,20040589
7,신용하,,분석원,,20040589
8,나관,Na Gwan,,,20040589
9,권혁,,의사2,,20040589
10,진혜미,,동호회원 ,,20040589
11,박승찬,,경찰의사 ,,20040589
12,이승민,,팀장의사,,20040589
13,이철민,LEE Cheol-min,조 형사,,20040589
14,이주실,LEE Ju-sil,현민 모,,20040589
15,오정세,OH Jung-se,민호,,20040589
0,마이클 랜디스,Michael Landes,,,20040591
1,A.J. 쿡,A.J. Cook,,,20040591
2,알리 라터,Ali Larter,,,20040591
0,권용운,KWON Yong-woon,,,20040559
1,손창민,SON Chang-min,,,20040559
2,정준호,JUNG Joon-ho,,,20040559
3,임동문,,파출소장,,20040559
4,전미선,JEON Mi-sun,동화 처,,20040559
5,금보라,GEUM Bo-ra,의사,,20040559
6,안관수,AHN Kwan-su,수현,,20040559
7,오유미,,폼녀3 ,,20040559
8,정소영,,연희,,20040559
9,신현탁,SHIN Hyeon-Tak,자해 공갈 3,,20040559
10,서범식,SEO-Beom-sik,차 실장,,20040559
11,강성필,KANG Sung-pil,영달,,20040559
12,서동수,SEO Dong-soo,대석,,20040559
13,장태성,JANG Tae-sung,자해 공갈 2,,20040559
0,마이크 마이어스,Mike Myers,,,20040566
1,카메론 디아즈,Cameron Diaz,,,20040566
2,에디 머피,Eddie Murphy,,,20040566
0,김하늘,KIM Ha-neul,,,20040571
1,류진,Ryu-Jin,,,20040571
2,남상미,NAM Sang-mi,,,20040571
3,신이,SHIN Yi,미경,,20040571
4,이윤지,LEE Yoon-ji,,,20040571
5,전혜빈,JEON Hye-bin,,,20040571
6,김해숙,KIM Hae-sook,지원 모,,20040571
7,기주봉,KI Joo-bong,형사 1,,20040571
8,김근영,,유정부,,20040571
9,최은재,,지원령 ,,20040571
0,줄리아 스타일즈,Julia Stiles,,,20040582
1,루크 마블리,Luke Mably,,,20040582
0,샤를리즈 테론,Charlize Theron,,,20040592
1,크리스티나 리치,Christina Ricci,,,20040592
0,팀 피곳 스미스,Tim Pigott-Smith ,,,20040579
1,제임스 네스빗,James Nesbitt ,,,20040579
0,이나영,LEE Na-young,한이연 역 ,,20040583
1,정재영,JUNG Jae-young,,,20040583
2,이민정,LEE Min-jung,이연 친구,,20040583
3,조덕현,CHO Duk-hyun,술집 주인,,20040583
4,장영남,JANG Yeong-nam,사고녀,,20040583
5,이재용,LEE JEA YONG,앵커,,20040583
6,이상민,LEE Sang-min,강도들,,20040583
7,조은정,,스튜어디스 ,,20040583
8,지상용,JI Sang-yong,강도들 ,,20040583
9,이은석,LEE Eun-suk,패널,,20040583
10,김준혁,KIM Jun-hyeok,강도들 ,,20040583
11,임하룡,IM Ha-ryong,반장,,20040583
12,이철민,LEE Cheol-min,사내,,20040583
13,최일화,CHOI Il-hwa,DJ 2 ,,20040583
0,브누아 브리에르,Benoit Briere ,,,20040584
1,다비드 부탱,David Boutin,,,20040584
0,토비 맥과이어,Tobey Maguire,,,20040491
1,커스틴 던스트,Kirsten Dunst,,,20040491
0,전도연,JEON Do-yeon,김나영/조연순,Na-young / Yeon-soon,20040515
1,박해일,PARK Hae-il,김진국,Jin-gook,20040515
2,고두심,KO Doo-shim,어머니 조연순,,20040515
3,김봉근,KIM Bong-keun,아버지 김진국,,20040515
4,이선균,LEE Sun-kyun,도현,,20040515
5,김은영,KIM Eun-young,해녀회장,,20040515
6,주진모,JOO Jin-mo,상주1,,20040515
7,송은주,,젊은 해녀들,,20040515
8,신수현,,나영 딸,,20040515
9,홍지현,HONG Ji-hyeon,어린 잠녀들,,20040515
10,박현두,,우체국장 ,,20040515
11,사소인,Sa So-in,우체국 여직원 ,,20040515
12,강희정,,어린 잠녀들,,20040515
13,김일종,KIM Il-jong,상주 2 ,,20040515
14,김부선,KIM Boo-seon,정 언니,,20040515
15,신동환,SHIN Dong-whan,새로 온 우체부 ,,20040515
16,박명신,PARK Myungshin,목욕탕 주인,,20040515
17,조현숙,,배선네,,20040515
0,김지영,KIM Ji-young,,,20040595
1,신현준,SHIN Hyun-joon,,,20040595
2,유해진,Yoo Hai Jin,용대,,20040595
3,이성호,LEE Sung-ho,분양자 역 ,,20040595
4,정진영,JUNG Jinyoung,청명 스님,,20040595
5,이원종,LEE Won-jong,현각 스님,,20040595
6,신정근,SHIN Jung-geun,모자 아저씨,,20040595
7,염동헌,YEOM Dong-heon,대머리 ,,20040595
8,박윤호,PARK Yoon-ho,퇴근길 남,,20040595
9,윤지연,YUN Ji-yeon,지하철 여 3 역,,20040595
10,김만수,KIM Man-su,행자2,,20040595
11,홍성훈,,응급요원,,20040595
12,박진,,은행 여직원 2 ,,20040595
13,박찬민,,로또 아나운서 ,,20040595
14,하상호,HA Sang-ho,행자 1,,20040595
15,임철민,LIM CHUL-MIN,모텔남,,20040595
16,공유석,GONG Yu-seok,은행부장,,20040595
17,김성구,,버스운전기사,,20040595
18,이준회,,택시 운전기사 ,,20040595
19,정한용,JEONG Han-yong,박 회장,,20040595
20,전소현,JEON So-hyeon,식당 아줌마 ,,20040595
0,차태현,CHA Tae-hyun,,,20040567
1,박중훈,PARK Joong-hoon,,,20040567
2,정환석,,올백추적요원,,20040567
3,송남규,,린일당11,,20040567
4,이수나,LEE Su-na,쟁반아줌마,,20040567
5,한은정,HAN Eun-jung,지선,,20040567
6,박인환,PARK In-hwan,이국장,,20040567
7,지대한,JI Dae-han,용식,,20040567
8,류성훈,RYU Sung-hoon,용식일당1,,20040567
9,최정인,,린일당9,,20040567
10,박한기,,RZ카드관계자 ,,20040567
11,김병국,,나라시기사,,20040567
12,김경인,,택시기사,,20040567
13,유소영,,헬스녀1 ,,20040567
14,윤기호,,콜택시기사 ,,20040567
15,김일환,,뚱보2 ,,20040567
16,정보름,JEONG Bo-reum,헬스녀2,,20040567
17,김재훈,,린일당5 ,,20040567
18,김창규,KIM Chang-gyu,킬러,,20040567
19,김용덕,,RZ카드사장,,20040567
20,이창용,,,,20040567
0,시바사키 코우,Kou Shibasaki,,,20040605
1,후키이시 카즈에,Kazue Fukiishi,,,20040605
2,츠츠미 신이치,Shinichi Tsutsumi,,,20040605
0,다니엘 래드클리프,Daniel Radcliffe,,,20040598
1,엠마 왓슨,Emma Watson,,,20040598
2,루퍼트 그린트,Rupert Grint,,,20040598
0,김상경,KIM Sang-kyung,,,20040585
1,김정은,KIM Jung-eun,,,20040585
2,이광재,LEE Kwang-jae,로맨스 스탭2,,20040585
3,박동빈,PARK Dong-been,장봉만,,20040585
4,이유진,LEE You-jin,,,20040585
5,신영미,,여요리사,,20040585
6,김희은,,명품관 미녀,,20040585
7,안준우,AN Joon-woo,,,20040585
8,서광재,,로맨스 감독 ,,20040585
9,박솔,,안내데스크여자 ,,20040585
10,엄기욱,,패션쇼 스탭 ,,20040585
11,최이영,,CF 조감독 ,,20040585
12,엄기욱,UM Ki-wook,패션쇼 스탭 ,,20040585
13,맹상훈,MAENG Sang-hun,삼촌,,20040585
14,지대한,JI Dae-han,매니저,,20040585
15,한재영,HAN Jae-young,로맨스 스탭1,,20040585
16,정희태,JUNG Hee-tae,파마 남자,,20040585
0,강동원,GANG Dong-won,,,20040576
1,이청아,LEE Chung-ah,정한경,,20040576
2,조한선,JO Han-sun,반해원,,20040576
3,이명수,LEE Myeong-su,건달 1 역 ,,20040576
4,정혜영,,어린한경,,20040576
5,김현진,,이나윤,,20040576
6,정다혜,JEONG Da-hye,한다름,,20040576
7,김응수,KIM Eung-soo,선생님,,20040576
8,남정희,NAM Jung-hee,친할머니,,20040576
9,김보연,KIM Bo-yeon,엄마,,20040576
10,박용두,,의사 ,,20040576
11,조인형,,해원패거리4 ,,20040576
12,박진희,,간호사 ,,20040576
0,스티븐 딜레인,Stephen Dillane,,,20040573
1,클라이브 오웬,Clive Owen,,,20040573
2,이안 그루퍼드,Ioan Gruffudd,,,20040573
0,송승헌,SONG Seung-heon,,,20040498
1,정다빈,JUNG Da-bin,,,20040498
2,이동윤,LEE Dong-yoon,응급요원,,20040498
3,김지혜,KIM Ji-hye,김효빈,,20040498
4,이기우,LEE Ki-woo,김한성,,20040498
5,이민혁,,김승표,,20040498
6,김경록,,이정민,,20040498
7,박성희,,왕빛나 ,,20040498
8,이대일,,한성친구,,20040498
9,정우,JUNG Woo,빠박이 ,,20040498
10,김보연,KIM Bo-yeon,예원 모,,20040498
11,김효성,,어린 은성,,20040498
12,박정률,PARK Jung-ryul,빠박일행 ,,20040498
13,나수원,,빠박일행,,20040498
14,곽동학,,중환자,,20040498
15,박민아,,양호선생님 ,,20040498
16,우성,,빠박일행 ,,20040498
17,이유명,,쌍둥이 ,,20040498
18,이환경,LEE Hwan-kyung,체육 선생님,,20040498
19,정준하,JUNG Jun-ha,특별출연-예원 담임,,20040498
20,남궁은숙,NAMGUNG Eun-suk,은숙,,20040498
0,마이클 무어,Michael Moore ,,,20040610
1,조지 W. 부시,George W. Bush,,,20040610
2,벤 애플렉,Ben Affleck,,,20040610
3,바바라 부쉬,Barbara Bush,,,20040610
4,오사마 빈 라덴,Osama Bin Laden,,,20040610
5,앨 고어,Al Gore,,,20040610
0,박지연,PARK Ji-yeon,미애 역,,20040586
1,현빈,HYUN Bin,민규,,20040586
2,진태현,ZIN Tai-hyun,,,20040586
3,김영호,KIM Young-ho,,,20040586
4,김동완,KIM Dong-wan,,,20040586
5,임대경,,해강고 태권도부,,20040586
6,이기우,LEE Ki-woo,석봉,,20040586
7,문지윤,MOON Ji-yoon,권혁수,,20040586
8,김태상,,해강고 태권도부,,20040586
9,정우,JUNG Woo,박도수 ,,20040586
10,신민철,,신흥고 태권도부,,20040586
11,신재민,,비룡고 태권도부,,20040586
12,정세인,JUNG Se-in,,,20040586
13,최진우,,신흥고 태권도부,,20040586
14,조은희,,미애 패거리 ,,20040586
15,나현,NA Hyun,시내버스 기사,,20040586
16,박철훈,,골목길중학생 ,,20040586
17,남은영,,심판원,,20040586
18,노봉서,NOH Bong-seo,전학생,,20040586
19,한용준,,대광고 태권도부,,20040586
20,김갑동,,신흥고 태권도부,,20040586
21,김경모,,신흥고 태권도부,,20040586
