영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국_스크린수,전국_매출액,전국_관객수,서울_매출액,서울_관객수,장르,등급,영화구분,영화코드
장모와 사위의 뜨거운 사정,오가타 킨,,,(주)영진크리에이티브,2022-09-22,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
장모와 아내사이에서,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
장모의 딸 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2019-12-06,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
장모의 마사지 - 무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-12-16,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
장모의 사생활,카부토가니,,,(주)영진크리에이티브,2021-07-27,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
장모의 소원:한번만 해볼게,디렉터 O,,,(주)영진크리에이티브,2022-12-20,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
장모의 혀놀림에 정신 못차리는 사위,,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2024-01-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
장모의마사지,이정석,스마일컨텐츠,,스마일컨텐츠,2020-10-23,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
장모의유혹-무삭제,김이슬,스마일컨텐츠,,스마일컨텐츠,2019-05-10,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
장모학개론-무삭제,김다니엘,스마일컨텐츠,,스마일컨텐츠,2018-07-06,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
재벌집 여비서-고자아들을 부탁해,이타치,(주)파랑새미디어,,(주)영진크리에이티브,2024-07-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
재수생과 착한 하숙집 아줌마,,,,(주)코빈커뮤니케이션즈,2022-02-18,개봉영화,장편,일본,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
재팬마담-텐프로의 접대술,,,,(주)영진크리에이티브,2024-08-17,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
저는 당신의 노예입니다,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-01-04,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
저스티스 배틀,존 소올스,,(주)케이알씨지,(주)케이알씨지,2018-06-12,개봉영화,장편,미국,1,1000,1,0,0,액션,15세이상관람가,일반영화,e
저의 아내는 불량품입니다,,,,(주)씨맥스커뮤니케이션즈,2022-11-17,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
저주받은 이야기들,,,,(주)알이디아이스엔터,2020-11-18,개봉영화,장편,미국,1,1000,1,0,0,코미디,청소년관람불가,일반영화,e
저주받은 자들,예프게니 루만,,,스튜디오엘론(주),2021-07-29,개봉영화,장편,기타,1,1000,1,0,0,공포(호러),15세이상관람가,일반영화,e
저주의 산뗏,헬피 카르딧,,라온아이(주),라온아이(주),2018-12-06,개봉영화,장편,인도네시아,1,5000,1,0,0,공포(호러),15세이상관람가,일반영화,e
저지 캅: 테러 어택,이안 카슨,,(유)조이앤시네마,(유)조이앤시네마,2017-10-19,개봉영화,장편,미국,1,3000,1,0,0,액션,15세이상관람가,일반영화,e
적 그리스도의 날,라스무스 터지티스,,라온아이(주),라온아이(주),2018-09-06,개봉영화,장편,스웨덴,1,5000,1,0,0,스릴러,청소년관람불가,일반영화,e
적극적인 신입 AV 여배우,,,,(주)빅콘미디어,2021-04-06,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
적극적인 조카의 몸,사쿠라비토,,,(주)가온콘텐츠,2024-01-10,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
적극적인 조카의 몸 무삭제판,사쿠라비토,,,(주)가온콘텐츠,2024-05-16,개봉영화,기타,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
적극적인 G컵 접대녀,헤이키 치로,,(주)빅콘미디어,(주)빅콘미디어,2020-09-25,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
적나라한 친구엄마,사루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-01-07,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
적셔준 마사지 : 한 방울까지,디렉터 O,,,(주)영진크리에이티브,2023-05-30,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
전 남친에 빼앗긴 아내,잠파,,(주)플라이어,(주)플라이어,2020-05-12,개봉영화,장편,일본,1,2000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
전 남친에게 뺏긴 약혼녀,히무 롯쿠,,(주)빅콘미디어,(주)빅콘미디어,2019-10-03,개봉영화,장편,일본,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전남친에게 성희롱,하야시카와 케이테루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-19,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
전라의 아내를 찍은 상사,우수바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-11-01,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
전망 좋은 부동산,S.세타니,,(주)영진크리에이티브,(주)영진크리에이티브,2017-08-17,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전망 좋은 부동산 무삭제판,S.세타니,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-14,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전망 좋은 부동산 2,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-11,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전망 좋은 요트 : 천국으로 가는 요트,김레이,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-11-04,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
전망 좋은 집 3 (무삭제),곽승호,영화사 인연,,영화사 인연,2017-02-02,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전망 좋은 하숙집 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2020-02-04,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전설의 검,스테파노 밀라,,(주)케이알씨지,(주)케이알씨지,2017-05-30,개봉영화,장편,이탈리아,1,3000,1,0,0,액션,15세이상관람가,일반영화,e
전설의 명기녀:아내의 기술,"나쿠루 하라다,토미죠 타로",,(주)영진크리에이티브,(주)영진크리에이티브,2019-05-27,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전설의 텍사스 일공주,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-03-23,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
전설의 파이터,배효민,"(주)컨텐츠 빌리지,(주)스토리풀",,(주)드림팩트엔터테인먼트,2020-06-16,개봉영화,장편,한국,1,1000,1,0,0,액션,청소년관람불가,일반영화,e
전여친이 상사의 아내라니,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
전쟁과 관능,키리시마 아키코,,(주)엘케이픽쳐스,(주)엘케이픽쳐스,2016-01-21,개봉영화,장편,일본,1,8000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전쟁의 신,아이테킨 비르콘,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-09-20,개봉영화,장편,터키,1,9000,1,9000,1,전쟁,15세이상관람가,일반영화,e
전직 스튜어디스: 하네다 리코,나카메구로 코우지,,(주)플라이어,(주)플라이어,2016-12-07,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
전철 쾌락여행,치쿠도 테츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-01,개봉영화,장편,일본,1,8000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
전화로 꼬시는 여자들,모리 기타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-02-08,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
절대거유의 노출증,아라키 타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-27,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
절대복종-가녀린 몸매,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-20,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
절세부인의 사랑,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-14,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
절정기:느끼는 여자들,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2018-03-16,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
절정욕구 유부녀,하마 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-11-16,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
절정을 맛본 아내 이야기,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-06,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
절정의 맛,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-07-08,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
절정쾌속열차 - 손놀림,쿠보데라 카즈토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-19,개봉영화,장편,일본,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 과부,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-16,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 과부의 욕정,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-11-18,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 과부의 욕정 무삭제판,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2017-05-08,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 남자 사냥 유부녀,미나토야 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-08-02,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 남자에 환장한 새 엄마,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2019-04-24,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 남자에게 유혹당해 흥분한 친구엄마,,,,(주)도키엔터테인먼트,2024-08-19,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 남자와 뒹구는 아줌마들,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-10-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 남편보다 잘하는 남자,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-13,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 누나-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2019-02-27,개봉영화,장편,한국,1,1000,1,1000,1,멜로/로맨스,청소년관람불가,일반영화,e
젊은 대물에 중독된 아줌마,이나바루,,,(주)코빈커뮤니케이션즈,2022-10-27,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 며느리 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-09-03,개봉영화,장편,한국,1,5000,1,0,0,드라마,청소년관람불가,일반영화,e
젊은 며느리: 시아버지의 유혹에 빠지다,카와카미 유우,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-03-15,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 며느리: 시아버지의 유혹에 빠지다(무삭제),카와카미 유우,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-07-26,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 미망인 무삭제판,한동호,,(주)가온콘텐츠,(주)가온콘텐츠,2019-08-01,개봉영화,장편,한국,1,1000,1,0,0,드라마,청소년관람불가,일반영화,e
젊은 미망인의 욕정,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-11-18,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 변태녀의 성욕,이선애,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 새댁 다른남자와,긴다이치 코고로,,(주)플라이어,(주)플라이어,2016-06-03,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
"젊은 새댁, 옆집 오빠의 맛",마스부치 가키토,,주식회사 미콘,주식회사 미콘,2018-12-07,개봉영화,장편,일본,1,2000,1,2000,1,드라마,청소년관람불가,일반영화,e
젊은 새엄마,김정오,(주)영화사가을,,(주)영화사가을,2016-12-15,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 새엄마 무삭제,김정오,(주)영화사가을,,(주)영화사가을,2017-07-04,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 새엄마 여관에서 다 받아준 날,츠지 코지,,,(주)영진크리에이티브,2023-03-11,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 새엄마-나이차도 안 나는데 뭐,,,,(주)영진크리에이티브,2024-03-06,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화,e
젊은 새엄마:달아오른 날,네쿄쿠 타란티노,,(주)영진크리에이티브,(주)영진크리에이티브,2019-04-12,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 새엄마:달아오른 하루,히로아키,,,(주)영진크리에이티브,2021-11-16,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 새엄마:아빠에겐 비밀이야,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-02-01,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 새엄마:여자가 되는 날,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2019-04-12,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 새엄마:터져버린 욕정,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-19,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 새엄마들,김진수,(주)영화사가을,,(주)영화사가을,2019-08-16,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
젊은 새엄마들 무삭제,김진수,(주)영화사가을,,(주)영화사가을,2019-10-15,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화,e
