영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국_스크린수,전국_매출액,전국_관객수,서울_매출액,서울_관객수,장르,등급,영화구분,영화코드
포장마차,최율권희,㈜리필름,,에이라인,2015-10-01,개봉영화,장편,한국,20,2617000,520,574000,114,코미디,청소년관람불가,일반영화,e
사월의 끝,김광복,코라필름,,(주)무빙픽쳐스컴퍼니,2017-09-14,개봉영화,장편,한국,6,3389900,519,2081900,257,미스터리,청소년관람불가,독립/예술영화,e
키스,"김진희,황희성,서용호,문인대,이정원,김두헌,강호준",(주)스푸키번치,,(주)마노엔터테인먼트,2013-03-07,개봉영화,옴니버스,한국,2,4387000,519,4310000,508,드라마,청소년관람불가,독립/예술영화,e
새폴더2,황상원,더사람픽쳐스,,더사람픽쳐스,2015-10-23,개봉영화,장편,한국,20,3352000,518,1130000,146,드라마,청소년관람불가,일반영화,e
누구나 제 명에 죽고 싶다,김승현,한국영화아카데미,,씨제이 씨지브이(CJ CGV)(주),2013-03-14,개봉영화,장편,한국,7,4027500,517,3444500,436,드라마,청소년관람불가,독립/예술영화,e
앤트로포이드,숀 엘리스,,브릿지웍스 엔터테인먼트(주),노바엔터테인먼트,2018-01-18,개봉영화,장편,영국,7,3408500,517,1393900,177,스릴러,15세이상관람가,독립/예술영화,e
유부녀들,경석호,영화사 인연,,(주)소나무픽쳐스,2015-10-14,개봉영화,장편,한국,20,3405000,516,1823000,215,멜로/로맨스,청소년관람불가,일반영화,e
젊은엄마 : 디 오리지널,정도수,골든타이드픽처스(주),,골든타이드픽처스(주),2016-06-23,개봉영화,장편,한국,20,2670000,516,847000,169,멜로/로맨스,청소년관람불가,일반영화,e
태양 아래(해설판),비탈리 만스키,,에이리스트엔터테인먼트,THE 픽쳐스,2016-07-14,개봉영화,장편,체코,3,3578000,516,3109000,441,다큐멘터리,전체관람가,독립/예술영화,e
미국의 바람과 불,김경만,,,(주)시네마달,2012-07-26,개봉영화,장편,한국,3,3107498,515,2532498,413,다큐멘터리,15세이상관람가,독립/예술영화,e
미스 좀비,사부,,"(주)영화사조아,아뮤즈코리아(주)",(주)영화사조아,2014-01-16,개봉영화,장편,일본,3,4067500,514,4025500,508,공포(호러),15세이상관람가,독립/예술영화,e
미궁: 비밀애,조조 히데오,(주)케이알씨지,,(주)케이알씨지,2015-04-23,개봉영화,장편,한국,20,2642000,513,645000,129,멜로/로맨스,청소년관람불가,독립/예술영화,e
왕과 나: 런던 팔라디움 극장 뮤지컬,게리 할버슨,,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,2020-04-29,개봉영화,장편,영국,12,8737000,510,4672500,276,공연,전체관람가,일반영화,e
코만도,아시프 아크바르,,(주)이놀미디어,(주)이놀미디어,2022-02-22,개봉영화,장편,미국,50,3570000,510,980000,140,액션,청소년관람불가,일반영화,e
스쿨 오브 락(樂),강호준,(주)콘텐츠나무,,(주)드림팩트엔터테인먼트,2021-05-13,개봉영화,장편,한국,7,3613000,509,2853000,428,다큐멘터리,전체관람가,독립/예술영화,e
2067,세스 라니,,주식회사 더쿱,예지림엔터테인먼트,2021-06-03,개봉영화,장편,호주,36,4647600,509,1709600,179,어드벤처,12세이상관람가,독립/예술영화,e
붉은 바캉스 검은 웨딩,"박철수,김태식",필름라인,,(주)영화사 조제,2011-12-08,개봉영화,옴니버스,한국,6,3926000,508,2119000,280,드라마,청소년관람불가,독립/예술영화,e
미끼,윤권수,(주)아크378,,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-12-14,개봉영화,장편,한국,25,4794445,507,2064000,222,드라마,15세이상관람가,일반영화,e
연악: 나의 운명,박한열,주식회사 도화원엔터테인먼트,,시네마 뉴원,2023-08-10,개봉영화,장편,한국,7,3616800,507,2746500,354,사극,전체관람가,독립/예술영화,e
무티: 주술살인,조지 갈로,,주식회사 제이씨엔터웍스,주식회사 제이씨엔터웍스,2024-01-17,개봉영화,장편,미국,40,4668417,505,185500,21,범죄,15세이상관람가,일반영화,e
미스터 앤 미스터 대디,앤드류 플레밍,,(주)제이브로,(주)라이크콘텐츠,2018-11-22,개봉영화,장편,미국,11,4086800,505,3103800,383,코미디,15세이상관람가,독립/예술영화,e
보더라인,안나 알피에리,,(주)드림팩트엔터테인먼트,THE 픽쳐스,2021-04-15,개봉영화,장편,영국,13,5219840,505,4231940,391,멜로/로맨스,청소년관람불가,독립/예술영화,e
물고기,박홍민,디마엔터테인먼트,,(주)미로비젼,2013-01-31,개봉영화,장편,한국,4,4558000,504,4022000,429,미스터리,15세이상관람가,독립/예술영화,e
뮤지컬 더 데빌 2018,조윤수,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-05-10,개봉영화,장편,한국,10,9894500,504,7274500,373,공연,15세이상관람가,일반영화,e
앨리스 죽이기,김상규,지킬필름,,(주)인디플러그,2019-08-08,개봉영화,장편,한국,14,3704500,504,2419500,305,다큐멘터리,12세이상관람가,독립/예술영화,e
호수의 여인,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2015-10-24,개봉영화,장편,미국,3,11524500,504,8968500,394,공연,전체관람가,일반영화,e
리멤버 미,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2022-06-29,개봉영화,장편,일본,12,4856500,503,1705500,176,애니메이션,12세이상관람가,독립/예술영화,e
메피스토,김동후,㈜아라유니버스,,(주)영화사 그램,2020-09-10,개봉영화,장편,한국,30,4054900,502,2710900,324,드라마,15세이상관람가,독립/예술영화,e
미션 임파서블: 루벤,밀로라드 크르스틱,,주식회사 더쿱,예지림엔터테인먼트,2021-07-08,개봉영화,장편,헝가리,26,4241700,502,2198200,255,애니메이션,15세이상관람가,독립/예술영화,e
사라진 기억,크리스티나 부오지테,,그린나래미디어(주),그린나래미디어(주),2013-12-12,개봉영화,장편,기타,5,2113000,502,1673000,412,멜로/로맨스,청소년관람불가,독립/예술영화,e
아드리아나 르쿠브뢰르,데이비드 맥비커,,(주) 인스터 글로벌,(주) 인스터 글로벌,2019-08-31,개봉영화,장편,미국,6,11446500,502,8821500,386,공연,12세이상관람가,일반영화,e
배우의 꿈,,,,신세기 유통,2023-06-05,개봉영화,장편,캐나다,1,2958000,501,0,0,가족,전체관람가,일반영화,e
귀토-토끼의 팔란,고선웅,문화체육관광부 국립극장,,(주)이놀미디어,2021-11-11,개봉영화,장편,한국,15,5044300,500,3267300,348,공연,전체관람가,일반영화,e
그날,아담 스틸웰,,즐감,즐감,2022-05-02,개봉영화,장편,미국,50,3500000,500,840000,120,공포(호러),15세이상관람가,일반영화,e
아오 오니,하마무라 토시로,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-01-04,개봉영화,장편,일본,45,3688000,500,1332000,177,애니메이션,15세이상관람가,독립/예술영화,e
인공지능 남자친구,조조 히데오,,골든타이드픽처스(주),골든타이드픽처스(주),2016-06-09,개봉영화,장편,일본,20,2577000,500,837000,167,멜로/로맨스,청소년관람불가,일반영화,e
체리밤,"리사 바로스 드사,글렌 레이번",,라인트리엔터테인먼트,라인트리엔터테인먼트,2013-08-14,개봉영화,장편,영국,3,1025000,500,610000,300,드라마,청소년관람불가,독립/예술영화,e
달밤체조 2015,"신봉철,박후인","달밤체조(주),(주)비싸이드 픽쳐스",,달밤체조(주),2018-04-24,개봉영화,장편,한국,2,3493000,499,3493000,499,드라마,12세이상관람가,독립/예술영화,e
러시아 엄마,최원준,골든타이드픽처스(주),,골든타이드픽처스(주),2016-07-28,개봉영화,장편,한국,20,2560000,497,819000,163,멜로/로맨스,청소년관람불가,일반영화,e
경복,최시형,,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2013-07-11,개봉영화,장편,한국,1,3762200,496,3762200,496,드라마,15세이상관람가,독립/예술영화,e
비엔나전투 1683,렌조 마르티넬리,,라인트리엔터테인먼트,라인트리엔터테인먼트,2013-08-08,개봉영화,장편,이탈리아,3,1029000,496,610000,294,액션,15세이상관람가,독립/예술영화,e
숲속의 부부,전규환,(주)트리필름,,(주)트리필름,2018-02-15,개봉영화,장편,한국,7,4265500,496,3334300,378,판타지,청소년관람불가,독립/예술영화,e
영웅이 되고 싶은 남자,데이얀 엉,,라인트리엔터테인먼트,라인트리엔터테인먼트,2013-08-08,개봉영화,장편,대만,4,1039000,496,610000,294,코미디,15세이상관람가,독립/예술영화,e
불륜의 맛,이세일,(주)케이알씨지,,(주)케이알씨지,2014-03-27,개봉영화,장편,한국,5,1950000,494,540000,108,멜로/로맨스,청소년관람불가,일반영화,e
피해자들,노진수,(주)노시스에프앤디,,골든타이드픽처스(주),2014-07-31,개봉영화,장편,한국,5,3324000,494,2240000,252,미스터리,청소년관람불가,독립/예술영화,e
국정교과서 516일 : 끝나지 않은 역사전쟁,백승우,(주)아우라픽처스,,(주)아우라픽처스,2017-11-23,개봉영화,장편,한국,16,3255500,493,1343500,185,다큐멘터리,12세이상관람가,독립/예술영화,e
월드 워 좀비,닉 라이온,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-11-27,개봉영화,장편,미국,6,2959000,493,1794000,302,공포(호러),청소년관람불가,일반영화,e
교수와 여제자 3,라파엘 오엘렛,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,2015-09-23,개봉영화,장편,캐나다,5,2797000,492,984000,156,멜로/로맨스,청소년관람불가,독립/예술영화,e
입영전야,유승택,영화사 인연,,(주)소나무픽쳐스,2016-04-05,개봉영화,장편,한국,20,3290000,492,1838000,215,멜로/로맨스,청소년관람불가,일반영화,e
소년 KJ,장경위,,,(주)영화사 진진,2011-06-16,개봉영화,장편,홍콩,1,3734000,491,3734000,491,다큐멘터리,전체관람가,독립/예술영화,e
더 나이트,,,브릿지웍스 엔터테인먼트(주),와이드 릴리즈(주),2021-07-21,개봉영화,장편,기타,25,4610580,490,2450740,265,공포(호러),15세이상관람가,독립/예술영화,e
마지막 위안부,임선,(주)투윈미디어,,(주)투윈미디어,2015-08-03,개봉영화,장편,한국,1,4172000,490,4172000,490,드라마,15세이상관람가,일반영화,e
행성충돌: 지구 최후의 날,,,,(유)조이앤시네마,2022-02-24,개봉영화,장편,미국,53,2418000,490,609000,121,어드벤처,15세이상관람가,일반영화,e
내비게이션,장권호,(주)리코필름,,골든타이드픽처스(주),2014-07-03,개봉영화,장편,한국,8,2702000,489,50000,10,공포(호러),청소년관람불가,독립/예술영화,e
로미오와 줄리엣,케네스 맥밀란,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-09-26,개봉영화,장편,영국,7,8491000,488,6510000,372,공연,전체관람가,일반영화,e
루프,구상범,"한국영상대학교,(주)무림산업",,(주)이놀미디어,2024-12-04,개봉영화,장편,한국,16,4926900,487,2890700,284,드라마,청소년관람불가,독립/예술영화,e
어레스트 미,장-폴 리렝펠드,,(주)스튜디오후크,(주)스튜디오후크,2014-07-17,개봉영화,장편,프랑스,1,3407000,487,0,0,스릴러,15세이상관람가,독립/예술영화,e
열다섯의 순수,카이 히로카즈,,(주)디오시네마,(주)디오시네마,2018-05-03,개봉영화,장편,일본,6,3806700,487,3056100,365,드라마,15세이상관람가,독립/예술영화,e
특명: 스피드 레스큐,,,"(주)헤이데이필름컴퍼니,와이드 릴리즈(주)",와이드 릴리즈(주),2021-03-29,개봉영화,장편,홍콩,21,2444000,487,1444000,287,액션,15세이상관람가,일반영화,e
피카소: 명작스캔들,페르난도 콜로모,,미디어소프트,주식회사 마운틴픽쳐스,2014-03-20,개봉영화,장편,스페인,4,3022000,487,0,0,드라마,15세이상관람가,독립/예술영화,e
내일까지 5분전,유키사다 이사오,,반함,㈜T-JOY,2015-04-16,개봉영화,장편,일본,6,3696000,486,3544000,465,미스터리,12세이상관람가,독립/예술영화,e
살로메,로메오 카스텔루치,,,(주)케빈앤컴퍼니,2020-09-20,개봉영화,장편,독일,8,12223600,486,8921800,347,공연,15세이상관람가,일반영화,e
애인,이숭환,(주)케이알씨지,,(주)케이알씨지,2015-06-17,개봉영화,장편,한국,20,2594000,485,580000,116,멜로/로맨스,청소년관람불가,일반영화,20050306
애프터: 유혹의 끝,캐스틸 랜던,,,스튜디오 에이드,2024-02-21,개봉영화,장편,미국,46,3856100,485,725500,104,멜로/로맨스,15세이상관람가,일반영화,e
등산의 목적,조형운,주식회사 비엠미디어,,주식회사 비엠미디어,2016-03-03,개봉영화,장편,한국,20,2507000,484,1625000,315,멜로/로맨스,청소년관람불가,일반영화,e
스파이 파파,한승룡,영화사 활동사진,,(주)마노엔터테인먼트,2011-10-27,개봉영화,장편,한국,6,3426500,484,2019500,259,코미디,전체관람가,독립/예술영화,e
청춘정담,문인수,디마엔터테인먼트,,디마엔터테인먼트,2013-11-21,개봉영화,장편,한국,6,3176500,484,1586000,227,멜로/로맨스,15세이상관람가,독립/예술영화,e
비스티걸스,신진우,(주)마고필름,,(주)마고필름,2017-07-13,개봉영화,장편,한국,20,2822000,483,583000,84,드라마,청소년관람불가,독립/예술영화,e
스네이크 아이즈: 지.아이.조,로베르트 슈벤트케,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2021-09-09,개봉영화,장편,미국,23,4253000,482,2248000,244,액션,15세이상관람가,일반영화,e
벌거숭이,박상훈,이닥픽쳐스,,이닥픽쳐스,2013-09-26,개봉영화,장편,한국,7,3094000,481,1994000,295,범죄,청소년관람불가,독립/예술영화,e
짐승,황유식,플랫폼픽쳐스,,(주)키노아이디엠씨,2011-07-28,개봉영화,장편,한국,3,3370000,480,2936000,393,스릴러,청소년관람불가,독립/예술영화,e
투모로우 아포칼립스,존 콘델릭,,,(유)조이앤시네마,2022-01-25,개봉영화,장편,미국,50,2282000,480,504000,102,어드벤처,15세이상관람가,일반영화,e
워커즈,모리 야스유키,,㈜인디스토리,(사)독립영화전용관 확대를 위한 시민모임,2014-07-23,개봉영화,장편,일본,1,2982000,479,2866000,461,다큐멘터리,전체관람가,독립/예술영화,e
글래디에이터: 레전드 워리어,,,,(유)조이앤시네마,2021-11-18,개봉영화,장편,미국,49,1938000,477,442000,101,액션,15세이상관람가,일반영화,e
세일즈걸,생게도르지 잔치브로드지,,대성필림,대성필림,2023-11-15,개봉영화,장편,몽고,10,4320039,476,3539039,386,드라마,15세이상관람가,독립/예술영화,e
래드윔프스 안티 안티 제너레이션 2019,,,씨지브이 아이스콘,씨지브이 아이스콘,2020-11-05,개봉영화,장편,일본,27,8549000,475,3887500,216,공연,전체관람가,일반영화,e
게임의 법칙: 인간사냥,이수성,㈜리필름,,(주)제이앤씨미디어그룹,2021-01-28,개봉영화,장편,한국,20,3649880,474,1405000,178,스릴러,청소년관람불가,일반영화,e
수상한 미용실,한동호,주식회사 비엠미디어,,주식회사 비엠미디어,2015-10-28,개봉영화,장편,한국,20,2403000,474,1525000,305,멜로/로맨스,청소년관람불가,일반영화,e
총을 들지 않는 사람들: 금기에 도전,김환태,다큐이야기,,(주)스튜디오 보난자,2021-12-09,개봉영화,장편,한국,9,4303500,474,3448000,369,다큐멘터리,12세이상관람가,독립/예술영화,e
음란한 가족,신정균,(주)KW비젼,,(주)KW비젼,2015-09-24,개봉영화,장편,한국,21,2301000,473,525000,105,코미디,청소년관람불가,일반영화,e
란제리살인사건,김세성,(주)노리픽쳐스,,(주)노리픽쳐스,2015-09-17,개봉영화,장편,한국,20,2295000,472,525000,105,스릴러,청소년관람불가,일반영화,e
브로큰 러브송,브루스 맥도널드,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2011-10-13,개봉영화,장편,캐나다,8,3110400,472,604400,78,멜로/로맨스,15세이상관람가,독립/예술영화,e
사라센의 칼,임재영,대쉬 필름,,(주)콘텐츠윙,2021-01-14,개봉영화,장편,한국,14,3838970,472,2205870,230,드라마,15세이상관람가,독립/예술영화,e
주세페 베르디의 '레퀴엠',리카르도 샤이,,,일미디어,2021-03-02,개봉영화,장편,이탈리아,11,11007050,472,6719050,238,공연,전체관람가,일반영화,e
해피뻐스데이,이승원,프로젝트 잉여,,무브먼트,2017-11-09,개봉영화,장편,한국,6,3187500,472,2801500,393,드라마,청소년관람불가,독립/예술영화,e
료마! 테니스의 왕자: 디사이드,코지나 히로시,,(주)미디어캐슬,(주)미디어캐슬,2023-09-16,개봉영화,장편,일본,7,3700800,471,2616000,325,애니메이션,12세이상관람가,독립/예술영화,e
우먼,"얀 아르튀스-베르트랑,아나스타샤 미코바",,(주)에스와이코마드,(주)에스와이코마드,2022-08-25,개봉영화,장편,프랑스,14,4116600,471,2568100,279,다큐멘터리,15세이상관람가,독립/예술영화,e
엘 꼰도르 빠사,송재용,그림형제,,와이드 릴리즈(주),2016-02-27,개봉영화,장편,한국,4,3239200,469,2083000,266,드라마,전체관람가,독립/예술영화,e
플래니테리엄,레베카 즐로토브스키,,그린나래미디어(주),그린나래미디어(주),2018-08-29,개봉영화,장편,프랑스,11,3362300,469,2249500,304,드라마,15세이상관람가,독립/예술영화,e
람보르기니: 전설이 된 남자,바비 모레스코,,(주)누리픽쳐스,(주)누리픽쳐스,2023-08-23,개봉영화,장편,이탈리아,5,3468000,468,1308000,108,드라마,12세이상관람가,일반영화,e
위!,,,(주)미로스페이스,(주)미로스페이스,2019-11-28,개봉영화,장편,네덜란드,5,3402280,467,3172980,442,드라마,청소년관람불가,독립/예술영화,e
그날의 딸들,고훈,(주)미학인 우주선,,(주)누리픽쳐스,2024-04-03,개봉영화,장편,한국,8,3390000,466,793000,88,다큐멘터리,12세이상관람가,독립/예술영화,e
"꽃잎, 춤",이시카와 히로시,,(주)영화사 조제,(주)영화사 조제,2013-11-21,개봉영화,장편,일본,3,3638000,466,3273000,406,드라마,12세이상관람가,독립/예술영화,e
디모: 벚꽃의 소리,,,(주)미디어캐슬,(주)미디어캐슬,2022-12-01,개봉영화,장편,일본,5,3435096,466,2464496,333,애니메이션,전체관람가,독립/예술영화,e
룸메이트,후루사와 다케시,,(주)마인스 엔터테인먼트,(주)마인스 엔터테인먼트,2014-04-24,개봉영화,장편,일본,15,3088000,466,0,0,스릴러,청소년관람불가,일반영화,e
브레이브 온 파이어,"피터 파시넬리,닉 라이온",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2024-04-17,개봉영화,장편,미국,38,3669178,466,758139,90,액션,12세이상관람가,일반영화,e
혜경궁 홍씨,장동홍,(주)컴퍼니 숨,,주식회사 마운틴픽쳐스,2015-06-04,개봉영화,장편,한국,5,6248500,466,3339500,235,공연,12세이상관람가,독립/예술영화,e
걸 위드 더 카메라,안희수,,,(주)영화사 그램,2022-01-20,개봉영화,장편,한국,11,3676470,465,2559470,302,다큐멘터리,12세이상관람가,독립/예술영화,e
뷰티풀 엑스,존 휴잇,,주식회사 루믹스미디어,(주)에스와이코마드,2011-11-17,개봉영화,장편,호주,7,3631500,465,2026500,262,스릴러,청소년관람불가,독립/예술영화,e
알바생들,홍수동,(주)인터하우스,,(주)나우콘텐츠,2016-04-28,개봉영화,장편,한국,20,2349000,465,1525000,305,드라마,청소년관람불가,일반영화,e
청불학원: 무삭제판,최무연,(주)로드하우스,,(주)로드하우스,2017-04-10,개봉영화,장편,한국,20,2353000,465,522000,105,멜로/로맨스,청소년관람불가,일반영화,e
어떻게 헤어질까,조성규,하준사,,하준사,2016-11-03,개봉영화,장편,한국,9,3535600,464,2484500,285,판타지,12세이상관람가,독립/예술영화,e
카프리치오,마르코 아르투로 마렐리,,(주)케빈앤컴퍼니,(주)쓰리캣프로덕션,2014-07-05,개봉영화,장편,독일,5,10319500,464,7568000,349,공연,전체관람가,독립/예술영화,e
기기묘묘2,"정경렬,남순아,구자호,송원찬,정재희",,,필름다빈,2024-09-04,개봉영화,옴니버스,한국,23,4336500,462,1545100,149,공포(호러),15세이상관람가,독립/예술영화,e
아주 오래된 미래도시,조은성,로그필름,,(주)영화사오원,2024-06-19,개봉영화,장편,한국,16,4509900,462,2948900,250,다큐멘터리,전체관람가,독립/예술영화,e
용의자 X적헌신,소유붕,,(주)퍼스트런,(주)퍼스트런,2018-04-19,개봉영화,장편,중국,5,2912000,462,2890000,458,드라마,12세이상관람가,독립/예술영화,e
희수,감정원,영화사 정원,,영화사 정원,2022-12-15,개봉영화,장편,한국,5,3606500,462,1944000,231,드라마,12세이상관람가,독립/예술영화,e
숏버스 감독행,"최진영,현승휘,서정미,김건휘,이상빈",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-11-25,개봉영화,옴니버스,한국,14,4549800,461,3161300,314,드라마,15세이상관람가,독립/예술영화,e
지옥의 오르페,"베리 코스키,마이클 베이어",,,(주)케빈앤컴퍼니,2020-10-25,개봉영화,장편,독일,7,11479100,460,8781400,353,공연,청소년관람불가,일반영화,e
당신의 이웃은 친절하지 않다,안드로,(주)빅픽처,,주식회사 씨엠닉스,2022-09-15,개봉영화,장편,한국,10,4565000,459,2930500,307,미스터리,15세이상관람가,독립/예술영화,e
인투 더 포레스트,패트리샤 로제마,,씨네라인월드(주),(주)비하인드 더 씬 컴퍼니,2017-11-23,개봉영화,장편,캐나다,5,3152000,459,2694000,376,스릴러,15세이상관람가,독립/예술영화,e
마농,로랑 펠리,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-10-04,개봉영화,장편,미국,3,12530000,457,11885000,435,공연,전체관람가,일반영화,e
SM작가,히로키 류이치,,시네마 뉴원,시네마 뉴원,2014-02-06,개봉영화,장편,일본,2,3820000,456,3750000,446,드라마,청소년관람불가,일반영화,e
솔로몬의 위증 전편: 사건,나루시마 이즈루,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,2015-08-27,개봉영화,장편,일본,1,3663500,455,3117000,390,미스터리,15세이상관람가,독립/예술영화,e
양아치 느와르,강효진,(주)키노크러시,,(주)영화사 그램,2018-09-13,개봉영화,장편,한국,6,3822000,455,3316200,378,드라마,청소년관람불가,일반영화,e
피델리오,,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2020-05-31,개봉영화,장편,독일,7,11230800,455,8194300,330,공연,전체관람가,일반영화,e
후궁탈출,자보 브리트만,,에스디시코리아 주식회사,에스디시코리아 주식회사,2015-06-03,개봉영화,장편,프랑스,12,8002500,455,3820000,195,공연,전체관람가,독립/예술영화,e
수호지-의적유당,류신의,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-11-22,개봉영화,장편,중국,4,1518000,454,500000,100,액션,15세이상관람가,일반영화,e
술에 대하여 - 극장판,"임범,조승원",(주)MBC,,(주)이모션픽처스,2011-09-01,개봉영화,장편,한국,1,2614000,454,2538000,440,다큐멘터리,15세이상관람가,독립/예술영화,e
킹 오브 뉴욕,아벨 페라라,,일미디어,일미디어,2023-09-27,개봉영화,장편,미국,8,3657567,454,1772967,183,액션,청소년관람불가,독립/예술영화,e
2014 베를린 필하모닉 발트뷔네 콘서트,구스타보 두다멜,,,(주)쓰리캣프로덕션,2014-08-04,개봉영화,장편,독일,1,7383000,454,7383000,454,공연,전체관람가,독립/예술영화,e
원스텝,전재홍,(주)엠씨씨엔터테인먼트,,(주)드림팩트엔터테인먼트,2017-04-06,개봉영화,장편,한국,33,3330000,453,1770000,218,드라마,12세이상관람가,독립/예술영화,e
윌리엄 텔,그레이엄 빅,,(주)케빈앤컴퍼니,(주)쓰리캣프로덕션,2014-11-22,개봉영화,장편,독일,4,6905000,453,5273000,340,공연,전체관람가,일반영화,e
수호지: 천하대인,류신의,,(주)케이알씨지,(주)케이알씨지,2014-05-08,개봉영화,장편,중국,5,1789000,452,540000,108,액션,12세이상관람가,일반영화,e
착한 엄마: 아버지의 여자를 탐하다,"이진명,유승택",(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-06-24,개봉영화,장편,한국,19,2571000,451,559000,113,멜로/로맨스,청소년관람불가,일반영화,e
포스카리가의 두 사람,미켈레 마리오티,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2016-12-04,개봉영화,장편,독일,9,10824000,451,7854000,333,공연,전체관람가,일반영화,e
카르멘,엠마 단테,,일미디어,일미디어,2021-04-03,개봉영화,장편,이탈리아,10,11973200,450,8130650,271,공연,15세이상관람가,일반영화,e
러빙 이비자: 섹슈얼아일랜드,요한 니젠허스,,주식회사 풍경소리,주식회사 풍경소리,2013-11-14,개봉영화,장편,네덜란드,6,2774000,449,500000,100,성인물(에로),청소년관람불가,독립/예술영화,e
더 워닝,다니엘 칼파소로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2020-05-06,개봉영화,장편,스페인,32,2068500,448,720500,140,스릴러,15세이상관람가,독립/예술영화,e
토끼와 거북이 패밀리가 떴다,하워드 베이커,,(주)미디어캐슬,예지림엔터테인먼트,2012-11-22,개봉영화,장편,미국,1,2697000,446,0,0,애니메이션,전체관람가,일반영화,e
프린스 이고르,지안드레아 노세다,,(주) 인스터 글로벌,(주) 인스터 글로벌,2014-06-21,개봉영화,장편,미국,2,10136500,446,9466500,421,공연,전체관람가,일반영화,e
갓길로 달리는 코뿔소,황동석,"153스튜디오,(주)26컴퍼니",,(주)26컴퍼니,2022-06-23,개봉영화,장편,한국,6,2996000,445,1696000,185,드라마,15세이상관람가,독립/예술영화,e
기억의 시간,황경성,(주)컨택트미디어,,(주)컨택트미디어,2021-12-08,개봉영화,장편,한국,6,5176000,445,3342000,288,멜로/로맨스,12세이상관람가,일반영화,e
둠스데이 2014,티보 타카스,,스크린조이,스크린조이,2014-05-08,개봉영화,장편,미국,5,1732000,445,590000,118,SF,12세이상관람가,일반영화,e
숏버스 섬뜩행,"강다연,전민혁,김상규,임의준",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-10-28,개봉영화,옴니버스,한국,13,4295500,445,2589500,260,드라마,15세이상관람가,독립/예술영화,e
카메라를 멈추면 안 돼! 스핀오프 할리우드 대작전!,나카이즈미 유야,,(주)디오시네마,(주)디오시네마,2019-11-14,개봉영화,장편,일본,10,3436700,445,2868100,368,코미디,15세이상관람가,독립/예술영화,e
파라독스,엽위신,,(주)영화공간,이언픽쳐스,2018-06-21,개봉영화,장편,홍콩,10,3232700,445,1989200,254,액션,15세이상관람가,독립/예술영화,e
극장판 극주부도,루토 토이치로,,(주)미디어캐슬,(주)미디어캐슬,2023-06-16,개봉영화,장편,일본,5,3004280,444,2350681,354,코미디,12세이상관람가,독립/예술영화,e
동창회의 목적 2,성우진,영화사 인연,,영화사 인연,2017-09-19,개봉영화,장편,한국,20,2263000,444,542000,109,멜로/로맨스,청소년관람불가,일반영화,e
키키의 경계성 인격장애 다이어리,,한국문화예술위원회,,주식회사 푸른잎커뮤니케이션,2024-06-26,개봉영화,장편,한국,11,9569500,443,6710000,300,공연,12세이상관람가,일반영화,e
폭력의 그림자,,,(주)디오시네마,(주)디오시네마,2021-06-17,개봉영화,장편,영국,33,3325600,443,1583630,185,범죄,청소년관람불가,독립/예술영화,e
간신의 피,권하,묘명동화,,(주)에스와이코마드,2024-01-03,개봉영화,장편,한국,10,5017510,442,3106400,250,액션,15세이상관람가,독립/예술영화,e
불어라 검풍아,조바른,"(주)컨텐츠 빌리지,(주)엠씨엠씨",,(주)제이앤씨미디어그룹,2021-04-08,개봉영화,장편,한국,29,3996870,442,2764870,298,액션,15세이상관람가,독립/예술영화,e
나인뮤지스; 그녀들의 서바이벌,이학준,(주)민치앤필름,,하준사,2014-09-25,개봉영화,장편,한국,6,3454000,440,2695200,336,다큐멘터리,12세이상관람가,독립/예술영화,e
내 엄마의 친구 2,이동현,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-04-12,개봉영화,장편,한국,25,2596000,440,614000,113,멜로/로맨스,청소년관람불가,일반영화,e
