,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,showRange,yearWeekTime,boxofficeType
0,1,1,0,NEW,20060136,엑스맨 : 최후의 전쟁,2006-06-15,4016619500,41.3,4016619500,100.0,5080132800,633248,633248,100.0,806984,373,6473,20060616~20060618,200624,주말 박스오피스
1,2,2,0,NEW,20060137,비열한 거리,2006-06-15,2576978400,26.5,2576978400,100.0,3303122400,396963,396963,100.0,518311,306,4673,20060616~20060618,200624,주말 박스오피스
2,3,3,-2,OLD,20060129,포세이돈,2006-05-31,1085717000,11.2,-1319821400,-54.9,13124249900,173256,-199795,-53.6,2080110,238,3961,20060616~20060618,200624,주말 박스오피스
3,4,4,-1,OLD,20060161,환생,2006-06-08,442416100,4.5,-395650800,-47.2,1704256700,71042,-65008,-47.8,280624,92,1569,20060616~20060618,200624,주말 박스오피스
4,5,5,-3,OLD,20060130,헷지,2006-05-31,360773000,3.7,-641909500,-64.0,4703737600,60876,-104703,-63.2,778991,152,1495,20060616~20060618,200624,주말 박스오피스
5,6,6,-2,OLD,20060107,미션 임파서블 3,2006-05-03,341915500,3.5,-482842100,-58.5,31868986800,53488,-74192,-58.1,5081861,138,1683,20060616~20060618,200624,주말 박스오피스
6,7,7,-2,OLD,20060117,다빈치 코드,2006-05-18,253192500,2.6,-482360200,-65.6,18689786600,39850,-74388,-65.1,2993922,129,1325,20060616~20060618,200624,주말 박스오피스
7,8,8,-2,OLD,20060152,오멘,2006-06-06,202939900,2.1,-501225500,-71.2,1729593600,30848,-77271,-71.5,271920,95,1143,20060616~20060618,200624,주말 박스오피스
8,9,9,-2,OLD,20060134,짝패,2006-05-25,137251000,1.4,-523084000,-79.2,6494487500,20905,-78694,-79.0,1007490,79,1045,20060616~20060618,200624,주말 박스오피스
9,10,10,0,NEW,20060144,크립,2006-06-15,125158900,1.3,125158900,100.0,155219100,19275,19275,100.0,24155,61,1062,20060616~20060618,200624,주말 박스오피스
0,1,1,0,OLD,20060136,엑스맨 : 최후의 전쟁,2006-06-15,2184706500,27.3,-1831913000,-45.6,8736185800,339338,-293910,-46.4,1384765,294,5663,20060623~20060625,200625,주말 박스오피스
1,2,2,0,OLD,20060137,비열한 거리,2006-06-15,2097625200,26.2,-479353200,-18.6,7026158300,321397,-75566,-19.0,1102692,275,4181,20060623~20060625,200625,주말 박스오피스
2,3,3,27,OLD,20060138,강적,2006-06-22,845835500,10.6,843728000,40034.5,1050605300,134115,133842,49026.4,171411,235,3797,20060623~20060625,200625,주말 박스오피스
3,4,4,0,NEW,20060164,착신아리 파이널,2006-06-22,772128800,9.7,772128800,100.0,942621900,122884,122884,100.0,151218,142,2808,20060623~20060625,200625,주말 박스오피스
4,5,5,41,OLD,20060156,럭키 넘버 슬레븐,2006-06-22,691435800,8.6,691435800,100.0,824610300,109151,109151,100.0,132263,120,2173,20060623~20060625,200625,주말 박스오피스
5,6,6,-3,OLD,20060129,포세이돈,2006-05-31,568424900,7.1,-517292100,-47.6,14193991200,87991,-85265,-49.2,2249122,163,2528,20060623~20060625,200625,주말 박스오피스
6,7,7,0,NEW,20060155,이온 플럭스,2006-06-22,241120200,3.0,241120200,100.0,285973100,37816,37816,100.0,45256,85,1492,20060623~20060625,200625,주말 박스오피스
7,8,8,-3,OLD,20060130,헷지,2006-05-31,205449000,2.6,-155324000,-43.1,4967191600,35029,-25847,-42.5,824345,74,638,20060623~20060625,200625,주말 박스오피스
8,9,9,0,NEW,20060179,밴디다스,2006-06-22,169347400,2.1,169347400,100.0,200546700,26730,26730,100.0,32096,95,1305,20060623~20060625,200625,주말 박스오피스
9,10,10,-4,OLD,20060107,미션 임파서블 3,2006-05-03,74477000,0.9,-267438500,-78.2,32108973900,11162,-42326,-79.1,5119669,35,296,20060623~20060625,200625,주말 박스오피스
0,1,1,0,NEW,20060148,수퍼맨 리턴즈,2006-06-28,3901361700,40.3,3901361700,100.0,5169977300,604035,604035,100.0,814768,366,5307,20060630~20060702,200626,주말 박스오피스
1,2,2,0,NEW,20060157,아랑,2006-06-28,1565171200,16.2,1565171200,100.0,2121877000,249323,249323,100.0,343927,181,3705,20060630~20060702,200626,주말 박스오피스
2,3,3,-1,OLD,20060137,비열한 거리,2006-06-15,1417801600,14.7,-679823600,-32.4,9700782700,217685,-103712,-32.3,1523549,197,3064,20060630~20060702,200626,주말 박스오피스
3,4,4,-3,OLD,20060136,엑스맨 : 최후의 전쟁,2006-06-15,1010680100,10.5,-1174026400,-53.7,10565270200,159162,-180176,-53.1,1677234,176,3400,20060630~20060702,200626,주말 박스오피스
4,5,5,0,OLD,20060156,럭키 넘버 슬레븐,2006-06-22,479919500,5.0,-211516300,-30.6,1778286900,75221,-33930,-31.1,287553,110,1568,20060630~20060702,200626,주말 박스오피스
5,6,6,-3,OLD,20060138,강적,2006-06-22,324486100,3.4,-521349400,-61.6,1797746500,50806,-83309,-62.1,292333,135,1722,20060630~20060702,200626,주말 박스오피스
6,7,7,0,NEW,20050313,아치와 씨팍,2006-06-28,315372300,3.3,315372300,100.0,461377800,47778,47778,100.0,71936,121,2094,20060630~20060702,200626,주말 박스오피스
7,8,8,-4,OLD,20060164,착신아리 파이널,2006-06-22,225232600,2.3,-546896200,-70.8,1477986900,36361,-86523,-70.4,237877,119,1407,20060630~20060702,200626,주말 박스오피스
8,9,9,0,NEW,20060139,하프 라이트,2006-06-28,154494000,1.6,154494000,100.0,220665000,24153,24153,100.0,35310,77,1141,20060630~20060702,200626,주말 박스오피스
9,10,10,-4,OLD,20060129,포세이돈,2006-05-31,79045000,0.8,-489379900,-86.1,14476110800,12632,-75359,-85.6,2295241,39,462,20060630~20060702,200626,주말 박스오피스
0,1,1,0,NEW,20060146,캐리비안의 해적 : 망자의 함,2006-07-06,6258119000,50.7,6258119000,100.0,7451616500,1022722,1022722,100.0,1227872,456,6452,20060707~20060709,200627,주말 박스오피스
1,2,2,-1,OLD,20060148,수퍼맨 리턴즈,2006-06-28,1992181000,16.1,-1909180700,-48.9,8512815200,316884,-287151,-47.5,1341943,298,3928,20060707~20060709,200627,주말 박스오피스
2,3,3,0,NEW,20060160,아파트,2006-07-06,1366132000,11.1,1366132000,100.0,1671244000,210191,210191,100.0,259994,204,4281,20060707~20060709,200627,주말 박스오피스
3,4,4,-2,OLD,20060157,아랑,2006-06-28,1062697000,8.6,-502474200,-32.1,4032261500,181812,-67511,-27.1,666954,166,2919,20060707~20060709,200627,주말 박스오피스
4,5,5,-2,OLD,20060137,비열한 거리,2006-06-15,647091000,5.2,-770710600,-54.4,11050477200,98570,-119115,-54.7,1734094,170,2186,20060707~20060709,200627,주말 박스오피스
5,6,6,0,NEW,20060180,파이스토리,2006-07-06,550350000,4.5,550350000,100.0,578464000,95767,95767,100.0,100874,112,1521,20060707~20060709,200627,주말 박스오피스
6,7,7,-3,OLD,20060136,엑스맨 : 최후의 전쟁,2006-06-15,228747000,1.9,-781933100,-77.4,11159843700,37905,-121257,-76.2,1774507,95,1212,20060707~20060709,200627,주말 박스오피스
7,8,8,-3,OLD,20060156,럭키 넘버 슬레븐,2006-06-22,92099500,0.7,-387820000,-80.8,2126815400,14013,-61208,-81.4,343508,44,484,20060707~20060709,200627,주말 박스오피스
8,9,9,-2,OLD,20050313,아치와 씨팍,2006-06-28,26370500,0.2,-289001800,-91.6,617781800,3927,-43851,-91.8,96630,30,248,20060707~20060709,200627,주말 박스오피스
9,10,10,-2,OLD,20060164,착신아리 파이널,2006-06-22,20682500,0.2,-204550100,-90.8,1609711400,3871,-32490,-89.4,260217,12,127,20060707~20060709,200627,주말 박스오피스
0,1,1,0,NEW,20060147,한반도,2006-07-13,5454202500,45.1,5454202500,100.0,6666600000,879325,879325,100.0,1080653,483,7266,20060714~20060716,200628,주말 박스오피스
1,2,2,-1,OLD,20060146,캐리비안의 해적 : 망자의 함,2006-07-06,4085676000,33.8,-2172443000,-34.7,14330286500,665330,-357392,-34.9,2351495,419,6178,20060714~20060716,200628,주말 박스오피스
2,3,3,-1,OLD,20060148,수퍼맨 리턴즈,2006-06-28,780637000,6.5,-1211544000,-60.8,9795812700,121967,-194917,-61.5,1542860,180,2349,20060714~20060716,200628,주말 박스오피스
3,4,4,0,OLD,20060157,아랑,2006-06-28,529946000,4.4,-532751000,-50.1,4960098500,89050,-92762,-51.0,823404,138,2033,20060714~20060716,200628,주말 박스오피스
4,5,5,-2,OLD,20060160,아파트,2006-07-06,536145500,4.4,-829986500,-60.8,2838720000,82258,-127933,-60.9,443651,174,2579,20060714~20060716,200628,주말 박스오피스
5,6,6,0,OLD,20060180,파이스토리,2006-07-06,314227500,2.6,-236122500,-42.9,961642000,53730,-42037,-43.9,166943,110,1038,20060714~20060716,200628,주말 박스오피스
6,7,7,0,NEW,20060196,얼음왕국 : 북극의 여름이야기(다큐),2006-07-13,150180000,1.2,150180000,100.0,166025500,25005,25005,100.0,27796,99,1031,20060714~20060716,200628,주말 박스오피스
7,8,8,-3,OLD,20060137,비열한 거리,2006-06-15,133122000,1.1,-513969000,-79.4,11505961200,20186,-78384,-79.5,1805361,69,639,20060714~20060716,200628,주말 박스오피스
8,9,9,-1,OLD,20060156,럭키 넘버 슬레븐,2006-06-22,25334000,0.2,-66765500,-72.5,2207907400,3530,-10483,-74.8,356117,3,54,20060714~20060716,200628,주말 박스오피스
9,10,10,-3,OLD,20060136,엑스맨 : 최후의 전쟁,2006-06-15,20308500,0.2,-208438500,-91.1,11248109200,3248,-34657,-91.4,1788914,19,198,20060714~20060716,200628,주말 박스오피스
0,1,1,0,OLD,20060147,한반도,2006-07-13,3838391500,39.3,-1615811000,-29.6,14633072700,612946,-266379,-30.3,2365211,452,6527,20060721~20060723,200629,주말 박스오피스
1,2,2,0,OLD,20060146,캐리비안의 해적 : 망자의 함,2006-07-06,2677375000,27.4,-1408301000,-34.5,19966240000,434600,-230730,-34.7,3273870,358,5104,20060721~20060723,200629,주말 박스오피스
2,3,3,0,NEW,20060149,카,2006-07-20,1026230000,10.5,1026230000,100.0,1159840500,172257,172257,100.0,198209,211,3008,20060721~20060723,200629,주말 박스오피스
3,4,4,0,NEW,20060173,패스트 앤 퓨리어스 도쿄 드리프트,2006-07-20,555529500,5.7,555529500,100.0,700310500,87296,87296,100.0,114646,131,2458,20060721~20060723,200629,주말 박스오피스
4,5,5,0,NEW,20060193,울트라바이올렛,2006-07-20,347881400,3.6,347881400,100.0,407017000,55002,55002,100.0,64879,86,1442,20060721~20060723,200629,주말 박스오피스
5,6,6,0,NEW,20060204,포켓몬 레인저와 바다의 왕자 마나피,2006-07-20,281243000,2.9,281243000,100.0,298145000,50008,50008,100.0,53053,107,1262,20060721~20060723,200629,주말 박스오피스
6,7,7,-4,OLD,20060148,수퍼맨 리턴즈,2006-06-28,287806900,2.9,-492830100,-63.1,10654663400,43622,-78345,-64.2,1677330,123,1125,20060721~20060723,200629,주말 박스오피스
7,8,8,-4,OLD,20060157,아랑,2006-06-28,228560600,2.3,-301385400,-56.9,5610866300,38112,-50938,-57.2,932587,82,949,20060721~20060723,200629,주말 박스오피스
8,9,9,0,NEW,20060207,2월 29일 - 어느날 갑자기 첫번째 이야기,2006-07-21,204146000,2.1,204146000,100.0,204146000,31969,31969,100.0,31969,20,393,20060721~20060723,200629,주말 박스오피스
9,10,10,-5,OLD,20060160,아파트,2006-07-06,134458000,1.4,-401687500,-74.9,3390717900,21063,-61195,-74.4,529373,79,731,20060721~20060723,200629,주말 박스오피스
0,1,1,14,OLD,20060151,괴물,2006-07-27,10779522800,70.5,10768197800,95083.4,14032144300,1730497,1728813,102661.1,2265702,617,10308,20060728~20060730,200630,주말 박스오피스
1,2,2,-1,OLD,20060147,한반도,2006-07-13,1582703500,10.4,-2255688000,-58.8,17888841000,250098,-362848,-59.2,2891378,342,4792,20060728~20060730,200630,주말 박스오피스
2,3,3,-1,OLD,20060146,캐리비안의 해적 : 망자의 함,2006-07-06,1018693000,6.7,-1658682000,-62.0,22116184000,165266,-269334,-62.0,3628455,211,2976,20060728~20060730,200630,주말 박스오피스
3,4,4,0,NEW,20060202,유실물,2006-07-27,615342000,4.0,615342000,100.0,766994000,98686,98686,100.0,124428,114,1979,20060728~20060730,200630,주말 박스오피스
4,5,5,-2,OLD,20060149,카,2006-07-20,519898500,3.4,-506331500,-49.3,2117273000,89389,-82868,-48.1,366025,161,1540,20060728~20060730,200630,주말 박스오피스
5,6,6,0,NEW,20060194,가필드 2,2006-07-27,325961600,2.1,325961600,100.0,375337800,56547,56547,100.0,65390,97,1322,20060728~20060730,200630,주말 박스오피스
6,7,7,-1,OLD,20060204,포켓몬 레인저와 바다의 왕자 마나피,2006-07-20,113495000,0.7,-167748000,-59.6,526169500,20562,-29446,-58.9,94924,86,595,20060728~20060730,200630,주말 박스오피스
7,8,8,0,NEW,20060208,네번째 층 - 어느날 갑자기 두번째 이야기,2006-07-27,90587000,0.6,90587000,100.0,106359000,14252,14252,100.0,16949,17,254,20060728~20060730,200630,주말 박스오피스
8,9,9,-5,OLD,20060173,패스트 앤 퓨리어스 도쿄 드리프트,2006-07-20,64888000,0.4,-490641500,-88.3,1015245000,9892,-77404,-88.7,165653,61,448,20060728~20060730,200630,주말 박스오피스
9,10,10,-3,OLD,20060148,수퍼맨 리턴즈,2006-06-28,37636500,0.2,-250170400,-86.9,10794792800,4873,-38749,-88.8,1698327,27,163,20060728~20060730,200630,주말 박스오피스
0,1,1,0,OLD,20060151,괴물,2006-07-27,10280838500,68.7,-498684300,-4.6,35048820600,1658069,-72428,-4.2,5699887,647,10928,20060804~20060806,200631,주말 박스오피스
1,2,2,0,NEW,20060210,스승의 은혜,2006-08-03,1228506000,8.2,1228506000,100.0,1541262500,191461,191461,100.0,243697,156,3245,20060804~20060806,200631,주말 박스오피스
2,3,3,0,NEW,20060191,플라이 대디,2006-08-03,1110663700,7.4,1110663700,100.0,1443724000,182263,182263,100.0,242066,218,3832,20060804~20060806,200631,주말 박스오피스
3,4,4,-2,OLD,20060147,한반도,2006-07-13,820630200,5.5,-762073300,-48.2,19767719200,131155,-118943,-47.6,3197390,192,2593,20060804~20060806,200631,주말 박스오피스
4,5,5,-2,OLD,20060146,캐리비안의 해적 : 망자의 함,2006-07-06,492209500,3.3,-526483500,-51.7,23383335000,79172,-86094,-52.1,3838900,137,1468,20060804~20060806,200631,주말 박스오피스
5,6,6,-1,OLD,20060149,카,2006-07-20,360909000,2.4,-158989500,-30.6,3022150500,63059,-26330,-29.5,526827,115,1007,20060804~20060806,200631,주말 박스오피스
6,7,7,-3,OLD,20060202,유실물,2006-07-27,251433000,1.7,-363909000,-59.1,1513868500,40874,-57812,-58.6,247912,100,1204,20060804~20060806,200631,주말 박스오피스
7,8,8,-2,OLD,20060194,가필드 2,2006-07-27,221855000,1.5,-104106600,-31.9,935018600,39146,-17401,-30.8,165164,79,775,20060804~20060806,200631,주말 박스오피스
8,9,9,-2,OLD,20060204,포켓몬 레인저와 바다의 왕자 마나피,2006-07-20,51654000,0.3,-61841000,-54.5,707867500,9692,-10870,-52.9,128663,42,266,20060804~20060806,200631,주말 박스오피스
9,10,10,0,NEW,20060227,D-day-어느날 갑자기 세번째 이야기,2006-08-03,57367500,0.4,57367500,100.0,76737500,9355,9355,100.0,12487,14,194,20060804~20060806,200631,주말 박스오피스
0,1,1,0,OLD,20060151,괴물,2006-07-27,6344886700,49.1,-3935951800,-38.3,47392624700,1032938,-625131,-37.7,7729703,530,8942,20060811~20060813,200632,주말 박스오피스
1,2,2,0,NEW,20060197,몬스터 하우스,2006-08-10,1832672900,14.2,1832672900,100.0,2198543700,289499,289499,100.0,349018,185,3008,20060811~20060813,200632,주말 박스오피스
2,3,3,35,OLD,20060214,각설탕,2006-08-10,1488956200,11.5,1488956200,100.0,1809121600,241216,241216,100.0,297848,226,3845,20060811~20060813,200632,주말 박스오피스
3,4,4,0,NEW,20060218,다세포소녀,2006-08-10,1366338500,10.6,1366338500,100.0,1781570600,225042,225042,100.0,298929,199,3828,20060811~20060813,200632,주말 박스오피스
4,5,5,-3,OLD,20060210,스승의 은혜,2006-08-03,591793500,4.6,-636712500,-51.8,2944678500,91750,-99711,-52.1,467222,146,1839,20060811~20060813,200632,주말 박스오피스
5,6,6,0,NEW,20060212,게드전기 : 어스시의 전설,2006-08-10,509009300,3.9,509009300,100.0,639695400,83686,83686,100.0,106364,143,1991,20060811~20060813,200632,주말 박스오피스
6,7,7,-4,OLD,20060191,플라이 대디,2006-08-03,307245200,2.4,-803418500,-72.3,2311969800,51012,-131251,-72.0,389524,157,1535,20060811~20060813,200632,주말 박스오피스
7,8,8,-4,OLD,20060147,한반도,2006-07-13,202820700,1.6,-617809500,-75.3,20378712500,31844,-99311,-75.7,3296716,108,792,20060811~20060813,200632,주말 박스오피스
8,9,9,-4,OLD,20060146,캐리비안의 해적 : 망자의 함,2006-07-06,92077500,0.7,-400132000,-81.3,23747857500,14288,-64884,-82.0,3898341,32,267,20060811~20060813,200632,주말 박스오피스
9,10,10,-4,OLD,20060149,카,2006-07-20,49863000,0.4,-311046000,-86.2,3222938000,8934,-54125,-85.8,562821,33,239,20060811~20060813,200632,주말 박스오피스
0,1,1,0,OLD,20060151,괴물,2006-07-27,4405237900,38.6,-1939648800,-30.6,57433337600,720019,-312919,-30.3,9383827,385,6465,20060818~20060820,200633,주말 박스오피스
1,2,2,0,NEW,20060224,신데렐라,2006-08-17,1494691200,13.1,1494691200,100.0,1861146600,246202,246202,100.0,310214,181,3835,20060818~20060820,200633,주말 박스오피스
2,3,3,0,OLD,20060214,각설탕,2006-08-10,1279856600,11.2,-209099600,-14.0,4776452600,209946,-31270,-13.0,788109,191,2903,20060818~20060820,200633,주말 박스오피스
3,4,4,-2,OLD,20060197,몬스터 하우스,2006-08-10,1239824100,10.9,-592848800,-32.3,5170157500,197855,-91644,-31.7,823788,176,2696,20060818~20060820,200633,주말 박스오피스
4,5,5,0,NEW,20060219,마이애미 바이스,2006-08-17,1234199500,10.8,1234199500,100.0,1537645000,187701,187701,100.0,240175,211,3284,20060818~20060820,200633,주말 박스오피스
5,6,6,0,NEW,20060220,"사랑하니까, 괜찮아",2006-08-17,671527400,5.9,671527400,100.0,859524300,111428,111428,100.0,144989,155,2868,20060818~20060820,200633,주말 박스오피스
6,7,7,0,NEW,20060223,겁나는 여친의 완벽한 비밀,2006-08-17,595682000,5.2,595682000,100.0,706942000,93653,93653,100.0,112653,98,1742,20060818~20060820,200633,주말 박스오피스
7,8,8,-4,OLD,20060218,다세포소녀,2006-08-10,189775400,1.7,-1176563100,-86.1,2775995000,30667,-194375,-86.4,462289,139,1651,20060818~20060820,200633,주말 박스오피스
8,9,9,-3,OLD,20060212,게드전기 : 어스시의 전설,2006-08-10,106132100,0.9,-402877200,-79.1,1165889700,17923,-65763,-78.6,195043,82,671,20060818~20060820,200633,주말 박스오피스
9,10,10,1,OLD,20060185,유레루,2006-08-10,46283500,0.4,846500,1.9,158189500,7004,223,3.3,24064,6,120,20060818~20060820,200633,주말 박스오피스
0,1,1,0,OLD,20060151,괴물,2006-07-27,2578595300,25.6,-1826642600,-41.5,62026070300,422037,-297982,-41.4,10146102,298,4887,20060825~20060827,200634,주말 박스오피스
1,2,2,0,NEW,20060225,예의없는 것들,2006-08-24,1703712700,16.9,1703712700,100.0,2036664500,266453,266453,100.0,324517,192,3388,20060825~20060827,200634,주말 박스오피스
2,3,3,0,NEW,20060229,아이스케키,2006-08-24,1152842000,11.4,1152842000,100.0,1350327800,198108,198108,100.0,235791,189,3762,20060825~20060827,200634,주말 박스오피스
3,4,4,0,NEW,20060245,원탁의 천사,2006-08-24,1074884700,10.7,1074884700,100.0,1249359100,181265,181265,100.0,211808,179,3431,20060825~20060827,200634,주말 박스오피스
4,5,5,-2,OLD,20060214,각설탕,2006-08-10,927512100,9.2,-352344500,-27.5,6469791000,151997,-57949,-27.6,1070589,157,2342,20060825~20060827,200634,주말 박스오피스
5,6,6,-2,OLD,20060197,몬스터 하우스,2006-08-10,609957000,6.0,-629867100,-50.8,6273367000,99312,-98543,-49.8,1004700,137,1554,20060825~20060827,200634,주말 박스오피스
6,7,7,-5,OLD,20060224,신데렐라,2006-08-17,552346700,5.5,-942344500,-63.0,3087439700,91001,-155201,-63.0,514903,157,2283,20060825~20060827,200634,주말 박스오피스
7,8,8,0,NEW,20060240,13구역,2006-08-24,547981000,5.4,547981000,100.0,637809500,84840,84840,100.0,100004,72,1534,20060825~20060827,200634,주말 박스오피스
8,9,9,-4,OLD,20060219,마이애미 바이스,2006-08-17,399117500,4.0,-835082000,-67.7,2459541500,58554,-129147,-68.8,382194,143,1428,20060825~20060827,200634,주말 박스오피스
9,10,10,-3,OLD,20060223,겁나는 여친의 완벽한 비밀,2006-08-17,293672500,2.9,-302009500,-50.7,1353442500,44117,-49536,-52.9,214602,78,985,20060825~20060827,200634,주말 박스오피스
0,1,1,0,NEW,20060241,일본침몰,2006-08-31,2011512300,24.0,2011512300,100.0,2379849100,330515,330515,100.0,396446,211,2995,20060901~20060903,200635,주말 박스오피스
1,2,2,-1,OLD,20060151,괴물,2006-07-27,1363460000,16.3,-1215135300,-47.1,64301589800,220125,-201912,-47.8,10519516,199,3365,20060901~20060903,200635,주말 박스오피스
2,3,3,30,OLD,20060222,천하장사 마돈나,2006-08-31,1086023500,13.0,1086023500,100.0,1263689400,173272,173272,100.0,203375,172,3049,20060901~20060903,200635,주말 박스오피스
3,4,4,-2,OLD,20060225,예의없는 것들,2006-08-24,1047073100,12.5,-656639600,-38.5,4009610400,162695,-103758,-38.9,642967,161,2689,20060901~20060903,200635,주말 박스오피스
4,5,5,0,NEW,20060247,해변의 여인,2006-08-31,531316000,6.3,531316000,100.0,647114000,81703,81703,100.0,101184,141,2263,20060901~20060903,200635,주말 박스오피스
5,6,6,-2,OLD,20060245,원탁의 천사,2006-08-24,431116600,5.1,-643768100,-59.9,2109034600,73860,-107405,-59.3,358712,139,1818,20060901~20060903,200635,주말 박스오피스
6,7,7,-2,OLD,20060214,각설탕,2006-08-10,428048500,5.1,-499463600,-53.8,7296366200,70447,-81550,-53.7,1208309,115,1336,20060901~20060903,200635,주말 박스오피스
7,8,8,0,NEW,20060140,레이크 하우스,2006-08-31,434490000,5.2,434490000,100.0,516318500,67049,67049,100.0,80902,137,2462,20060901~20060903,200635,주말 박스오피스
8,9,9,-6,OLD,20060229,아이스케키,2006-08-24,380815200,4.5,-772026800,-67.0,2048042900,65490,-132618,-66.9,357088,153,1914,20060901~20060903,200635,주말 박스오피스
9,10,10,-2,OLD,20060240,13구역,2006-08-24,290358500,3.5,-257622500,-47.0,1184548000,44386,-40454,-47.7,186111,62,957,20060901~20060903,200635,주말 박스오피스
0,1,1,0,NEW,20060242,"연애, 그 참을 수 없는 가벼움",2006-09-07,1443613300,20.2,1443613300,100.0,1660786700,222285,222285,100.0,258305,203,3218,20060908~20060910,200636,주말 박스오피스
1,2,2,-1,OLD,20060241,일본침몰,2006-08-31,1007094900,14.1,-1004417400,-49.9,3992889800,164820,-165695,-50.1,661217,168,2696,20060908~20060910,200636,주말 박스오피스
2,3,3,0,NEW,20060231,뚝방전설,2006-09-07,1048162000,14.7,1048162000,100.0,1279573700,162368,162368,100.0,203946,180,3664,20060908~20060910,200636,주말 박스오피스
3,4,4,-2,OLD,20060151,괴물,2006-07-27,899037900,12.6,-464422100,-34.1,65696886800,147376,-72749,-33.0,10748255,171,2813,20060908~20060910,200636,주말 박스오피스
4,5,5,-2,OLD,20060222,천하장사 마돈나,2006-08-31,843387500,11.8,-242636000,-22.3,2589846800,135350,-37922,-21.9,419217,156,2266,20060908~20060910,200636,주말 박스오피스
5,6,6,0,NEW,20060232,센티넬,2006-09-07,438600000,6.2,438600000,100.0,501750000,67642,67642,100.0,78344,91,1748,20060908~20060910,200636,주말 박스오피스
6,7,7,-3,OLD,20060225,예의없는 것들,2006-08-24,350087300,4.9,-696985800,-66.6,4724209700,53929,-108766,-66.9,756443,120,1596,20060908~20060910,200636,주말 박스오피스
7,8,8,0,NEW,20060233,플라이트93,2006-09-08,231515500,3.2,231515500,100.0,260735000,36638,36638,100.0,41642,60,1122,20060908~20060910,200636,주말 박스오피스
8,9,9,-2,OLD,20060214,각설탕,2006-08-10,130304000,1.8,-297744500,-69.6,7564388700,22531,-47916,-68.0,1253826,48,426,20060908~20060910,200636,주말 박스오피스
9,10,10,0,NEW,20060177,전차남,2006-09-07,113564000,1.6,113564000,100.0,128988500,18209,18209,100.0,20849,86,1245,20060908~20060910,200636,주말 박스오피스
0,1,1,0,NEW,20060244,우리들의 행복한 시간,2006-09-14,4100887200,53.1,4100887200,100.0,5049953900,667359,667359,100.0,831596,414,6615,20060915~20060917,200637,주말 박스오피스
1,2,2,0,NEW,20060234,"두뇌유희프로젝트, 퍼즐",2006-09-14,835554500,10.8,835554500,100.0,987551300,128922,128922,100.0,154418,181,3619,20060915~20060917,200637,주말 박스오피스
2,3,3,-2,OLD,20060242,"연애, 그 참을 수 없는 가벼움",2006-09-07,773119400,10.0,-670493900,-46.4,3039574400,118270,-104015,-46.8,474931,166,2715,20060915~20060917,200637,주말 박스오피스
3,4,4,1,OLD,20060222,천하장사 마돈나,2006-08-31,471466500,6.1,-371921000,-44.1,3344031800,76234,-59116,-43.7,542114,142,1720,20060915~20060917,200637,주말 박스오피스
4,5,5,-1,OLD,20060151,괴물,2006-07-27,410450500,5.3,-488587400,-54.3,66357207600,66788,-80588,-54.7,10856616,154,2055,20060915~20060917,200637,주말 박스오피스
5,6,6,-4,OLD,20060241,일본침몰,2006-08-31,343199200,4.4,-663895700,-65.9,4568920500,56668,-108152,-65.6,756025,149,1751,20060915~20060917,200637,주말 박스오피스
6,7,7,-4,OLD,20060231,뚝방전설,2006-09-07,360535900,4.7,-687626100,-65.6,2017234400,55487,-106881,-65.8,320227,158,2479,20060915~20060917,200637,주말 박스오피스
7,8,8,-2,OLD,20060232,센티넬,2006-09-07,127590500,1.7,-311009500,-70.9,766733500,20249,-47393,-70.1,121151,74,776,20060915~20060917,200637,주말 박스오피스
8,9,9,-1,OLD,20060233,플라이트93,2006-09-08,61329000,0.8,-170186500,-73.5,398659000,9825,-26813,-73.2,64193,51,467,20060915~20060917,200637,주말 박스오피스
9,10,10,-3,OLD,20060225,예의없는 것들,2006-08-24,41207500,0.5,-308879800,-88.2,4873254700,6570,-47359,-87.8,780722,39,345,20060915~20060917,200637,주말 박스오피스
0,1,1,31,OLD,20060257,가문의 부활 - 가문의 영광3,2006-09-21,4335823700,52.0,4333455700,183000.7,5397688000,688269,687973,232423.3,869580,444,8307,20060922~20060924,200638,주말 박스오피스
1,2,2,-1,OLD,20060244,우리들의 행복한 시간,2006-09-14,2139687000,25.7,-1961200200,-47.8,8929360100,345216,-322143,-48.3,1469649,320,5489,20060922~20060924,200638,주말 박스오피스
2,3,3,0,NEW,20060258,야연,2006-09-21,990874200,11.9,990874200,100.0,1204420900,155296,155296,100.0,191641,187,3416,20060922~20060924,200638,주말 박스오피스
3,4,4,0,NEW,20060276,무도리,2006-09-21,230105000,2.8,230105000,100.0,277465500,37232,37232,100.0,45075,127,2333,20060922~20060924,200638,주말 박스오피스
4,5,5,-2,OLD,20060242,"연애, 그 참을 수 없는 가벼움",2006-09-07,226724000,2.7,-546395400,-70.7,3541632800,34671,-83599,-70.7,554541,126,1388,20060922~20060924,200638,주말 박스오피스
5,6,6,-4,OLD,20060234,"두뇌유희프로젝트, 퍼즐",2006-09-14,154933000,1.9,-680621500,-81.5,1405687200,23615,-105307,-81.7,221157,138,1489,20060922~20060924,200638,주말 박스오피스
