,peopleNm,peopleNmEn,movieCd
0,김한민,KIM Han-min,20070104
0,마크 스티븐 존슨,Mark Steven Johnson,20070088
0,임권택,IM Kwontaek,20070099
0,지길웅,JEE KIL WOONG,20070097
1,김호정,KIM Ho-jung,20070097
0,스티븐 홉킨스,Stephen Hopkins,20070103
0,박광수,PARK Kwang-su,20070096
0,대니 보일,Danny Boyle,20070106
0,스테판 J. 앤더슨,,20070055
0,로버트 드 니로,Robert DeNiro,20070049
0,안톤 후쿠아,Antoine Fuqua,20070113
0,박규태,PARK Gyu-tae,20070110
0,케빈 먼로,Kevin Munroe,20070124
0,샘 레이미,Sam Raimi,20070056
0,장진,JANG Jin,20070111
0,앤디 픽맨,Andy Fickman,20070148
0,김성욱,KIM Sung-ouk,20070151
0,츠츠미 유키히코,Yukihiko Tsutsumi,20070130
0,엽위신,Wilson Yip,20070127
0,리 타마호리,Lee Tamahori,20070172
0,도이 노부히로,Nobuhiro Doi,20070173
0,한명구,HAN Myeong-gu,20070185
0,고어 버빈스키,Gore Verbinski,20070057
0,이창동,LEE Changdong,20070115
0,김지환,KIM Ji-hwan,20060230
0,유위강,LAU Andrew,20070100
1,맥조휘,Alan Mak,20070100
0,야마모토 키요시,Yamamoto Kiyoshi,20070192
0,조지 하이켄루퍼,George Hickenlooper,20070137
0,크리스 밀러,Chris Miller,20070116
1,라맨 허,Raman Hui,20070116
0,장윤현,CHANG Yoon-hyun,20070128
0,대니 팽,Danny Pang,20070092
1,옥사이드 팽 천,Oxide Pang Chun,20070092
0,스티븐 소더버그,Steven Soderbergh,20070058
0,알렉 케시시안,Alek Keshishian,20070196
0,이누도 잇신,Inudou Isshin,20070179
0,호소다 마모루,Mamoru Hosoda,20070216
0,김희정,KIM Heejung,20070114
0,신태라,SHIN Terra,20070205
0,롤랑 조페,Roland Joffe,20070198
0,에드가 라이트,Edgar Wright,20070204
0,김진아,Gina KIM,20070206
0,마이클 베이,Michael Bay,20070061
0,그레고리 다크,Gregory Dark,20060263
0,닐 마샬,Neil Marshall,20070234
0,제라르 크라브지크,Gerard Krawczyk,20070208
0,데이빗 예이츠,David Yates,20070063
0,손태웅,SON Derek,20070250
0,렌 와이즈먼,Len Wiseman,20070060
0,팍품 웡품,Parkpoom Wongpoom,20070254
0,모로타 사토시,Morota Satoshi,20070268
0,줄리 델피,Julie Delpy,20070226
0,김지훈,KIM Ji-hoon,20070209
0,브래드 버드,Brad Bird,20070264
0,톰 새디악,Tom Shadyac,20070261
0,김태경,Kim Tae-kyoung,20070257
0,이권,LEE Kwon,20070293
0,심형래,SHIM Hyung-rae,20070316
0,정범식,JUNG Bum-shik,20070262
1,정식,JUNG Sik,20070262
0,미카엘 하프스트롬,Mikael Hafstrom,20070317
0,데이브 메이어스,Dave Meyers,20070260
0,팀 스토리,Tim Story,20070059
0,이규만,LEE Kyuman,20070289
0,애쉬 브래넌,Ash Brannon,20070117
1,크리스 벅,Chris Buck,20070117
0,김종진,KIM Jong-jin,20070089
0,정윤수,CHONG Yunsu,20070367
0,매튜 본,Matthew Vaughn,20070306
0,데이빗 핀처,David Fincher,20070303
0,스티브 벤델락,Steve Bendelack,20070085
0,임영성,LIM Young-sung,20060425
0,데이빗 실버맨,David Silverman,20070064
0,오기환,OH Ki-hwan,20070305
0,강경훈,KANG Kyung-hoon,20070348
0,D.J. 카루소,D.J. Caruso,20070294
0,손현희,SON Hyun-hee,20070107
0,스콧 힉스,Scott Hicks,20070374
0,토니 빌,Tony Bill,20070370
0,황동혁,HWANG Dong-hyuk,20070381
0,쿠엔틴 타란티노,Quentin Tarantino,20070355
0,박영훈,PARK Younghoon,20070393
0,데니스 듀간,Dennis Dugan,20070420
0,폴 그린그래스,Paul Greengrass,20070422
0,김상진,KIM Sang-jin,20070421
0,이석훈,LEE Seok-hoon,20070379
0,이준익,LEE Joonik,20070380
0,하명중,HAH Myung-joong,20070358
0,곽경택,KWAK Kyung-taek,20070441
0,심승보,SHIM Seung-bo,20070383
0,올리버 히르비겔,Oliver Hirschbiegel,20070424
0,존 카니,John Carney,20070454
0,허진호,HUR Jinho,20070433
0,브렛 래트너,Brett Ratner,20070352
0,로버트 풀치니,Robert Pulcini,20070462
1,샤리 스프링어 버먼,Shari Springer Berman,20070462
0,마크 네빌딘,Mark Neveldine,20070453
1,브라이언 테일러,Brian Taylor,20070453
0,줄리언 재롤드,Julian Jarrold,20070456
0,아그네츠카 홀란드,Agnieszka Holland,20070457
0,닐 조단,Neil Jordan,20070449
0,마이클 데이비스,Michael Davis,20070495
0,라희찬,RA Hee-chan,20070434
0,김미정,KIM Mi-jung,20070497
0,러셀 멀케이,Russell Mulcahy,20070520
0,이언희,LEE Eon-hee,20070023
0,이명세,LEE Myungse,20070450
0,마츠오카 조지,Joji Matsuoka,20070502
0,강효진,KANG Hyo-jin,20070500
0,전윤수,JEON Yun-su,20070435
0,스즈키 마사유키,Masayuki Suzuki,20070501
0,피터 버그,Peter Berg,20070494
0,브라이언 드 팔마,Brian De Palma,20070465
0,한상희,HAN Sang-hee,20070541
0,이안,Ang Lee,20070582
0,마이크 베이커,Mike Barker,20070474
0,로버트 레드포드,Robert Redford,20070543
0,원신연,WON Shin-yun,20070466
0,로버트 저메키스,Robert Zemeckis,20070521
0,김현석,KIM Hyun-suk,20070504
0,박상준,PARK Sang-jun,20070091
0,대런 린 보우즈만,Darren Lynn Bousman,20070593
0,세자르 카푸르,Shekhar Kapur,20070555
0,올리비에 다한,Olivier Dahan,20070522
0,커스틴 쉐리단,Kirsten Sheridan,20070585
0,정길영,JUNG Gil-young,20072520
0,김진성,KIM Jin-sung,20070545
0,자비에르 젠스,Xavier Gens,20070498
0,토니 길로이,Tony Gilroy,20070499
0,아담 쉥크만,Adam Shankman,20070635
0,제임스 왕,James Wong,20070636
0,프란시스 로렌스,Francis Lawrence,20070550
0,윤태윤,YUN Tae-yun,20070637
0,한지승,HAN Ji-seung,20070610
0,미야자키 하야오,Hayao Miyazaki,20070602
0,크리스 웨이츠,Chris Weitz,20070551
0,존 터틀타웁,Jon Turteltaub,20070549
0,이한,LEE Han,20070639
0,박용집,PARK Yong-jip,20070640
0,팀 힐,Tim Hill,20070562
0,리들리 스콧,Ridley Scott,20070642
0,자크 헬름,Zach Helm,20070586
0,임필성,YIM Pil-sung,20070643
0,양윤호,YANG Yun-ho,20070641
0,스티브 히크너,Steve Hickner,20070563
1,사이몬 J.스미스,Simon J. Smith,20070563
0,류승진,RYU Seung-jin,20070661
0,리차드 라그라브네스,Richard LaGravenese,20071003
0,임순례,YIM Soonrye,20070382
0,이상기,LEE Sang-gi,20071064
0,프랭크 다라본트,Frank Darabont,20071042
0,케빈 리마,Kevin Lima,20070566
0,존 메이버리,John Maybury,20071063
0,데이빗 슬레이드,David Slade,20071065
0,팀 버튼,Tim Burton,20080009
0,권칠인,KWON Chil-in,20070660
0,콜린 스트라우스,Colin Strause,20080010
1,그레그 스트라우스,Greg Strause,20080010
0,최종현,CHOI Jong-hyun,20080008
0,맷 리브스,Matt Reeves,20070672
0,폴 J. 볼거,Paul J. Bolger,20071014
0,윤인호,YUN Inho,20071675
0,정용기,JEONG Yong-ki,20080011
0,정윤철,CHUNG Yoon-chul,20071067
0,진가신,Peter Chan,20080013
0,하기호,HA Ki-ho,20080015
0,박현진,PARK Hyun-jin,20070548
0,김영준,KIM Young-jun,20080014
0,마이크 니콜스,Mike Nichols,20080021
0,더그 라이만,Doug Liman,20080047
0,나홍진,NA Hong-jin,20080046
0,마크 S. 워터스,Mark S. Waters,20080038
0,후안 안토니오 바요나,Juan Antonio Bayona,20080024
0,최진원,CHOI Jin-won,20071047
0,메노 메이제스,Menno Meyjes,20080030
0,나카타 히데오,Hideo Nakata,20080062
0,조 라이트,Joe Wright,20080065
0,제이슨 라이트맨,Jason Reitman,20080054
0,제임스 맨골드,James Mangold,20080029
0,피트 트래비스,Pete Travis,20080032
0,김정권,KIM Jung-kwon,20072151
0,실베스터 스탤론,Sylvester Stallone,20080078
0,앤디 테넌트,Andy Tennant,20080079
0,주연평,Chu Yen-Ping,20080088
0,필립 G. 애트웰,Phillip G. Atwell,20080077
0,김종현,KIM Jong-hyun,20080142
0,앤 플레쳐,Anne Fletcher,20080141
0,왕가위,Kar-wai Wong,20080145
0,펑샤오강,Xiaogang Feng,20080105
0,롤랜드 에머리히,Roland Emmerich,20080148
0,존 추,Jon Chu,20080149
0,박대영,PARK Dae-young,20080146
0,김해곤,KIM Hae-gon,20080226
0,저스틴 채드윅,Justin Chadwick,20080230
0,제이 러셀,Jay Russell,20080055
0,마이클 앱티드,Michael Apted,20080228
0,치기라 코이치,Koichi Chigira,20080225
0,조비 해롤드,Joby Harold,20080254
0,피터 헤지스,Peter Hedges,20080258
0,질리안 암스트롱,Gillian Armstrong,20080252
0,데이비스 구겐하임,Davis Guggenheim,20080253
0,공수창,KONG Su-chang,20072148
0,이인항,Daniel Lee,20080291
0,강건향,KANG Gun-hyang,20080331
0,마이클 헤그너,Michael Hegner,20080328
1,카스텐 킬러리치,Karsten Kiilerich,20080328
0,피에르 모렐,Pierre Morel,20080337
0,정소동,Siu-Tung Ching,20080348
0,아담 브룩스,Adam Brooks,20080236
0,롭 라이너,Rob Reiner,20080349
0,지호 리,Jieho Lee,20080350
0,데이비드 에이어,David Ayer,20080363
0,그레고리 호블릿,Gregory Hoblit,20080364
0,마크 쉬홀르만,Marc Schoelermann,20080365
0,롭 민코프,Rob Minkoff,20080379
0,존 파브로,Jon Favreau,20080396
0,윤종빈,YOON Jong-bin,20080394
0,지미 헤이워드,Jimmy Hayward,20080393
1,스티브 마티노,Steve Martino,20080393
0,신한솔,SHIN Han-sol,20080397
0,카네수구 코다마,,20080472
0,릴리 워쇼스키,Lilly Wachowski,20080476
1,라나 워쇼스키,Lana Wachowski,20080476
0,피에르 살바도리,Pierre Salvadori,20080478
0,송동윤,SONG Dong-yun,20080516
0,앤드류 아담슨,Andrew Adamson,20080479
0,마크 팔란스키,Mark Palansky,20080514
0,스티븐 스필버그,Steven Spielberg,20070675
0,제프 와드로,Jeff Wadlow,20080654
0,임원국,LIM Won-kook,20080656
0,톰 바우건,Tom Vaughan,20080641
0,존 애브넛,Jon Avnet,20080659
0,파윈 푸리킷판야,Paween Purikitpanya,20080660
0,제임스 그레이,James Gray,20080661
0,정영배,JUNG Young-bae,20070203
0,마크 오스본,Mark Osborne,20080653
1,존 스티븐슨,John Stevenson,20080653
0,마이클 패트릭 킹,Michael Patrick King,20080709
0,김상만,KIM Sang-man,20071060
0,데이빗 모로,David Moreau,20080706
1,자비에 팔뤼,Xavier Palud,20080706
0,루이스 리테리어,Louis Leterrier,20080830
0,M. 나이트 샤말란,M. Night Shyamalan,20080829
0,조남호,CHO Nam-ho,20072673
0,엽위신,Wilson Yip,20080828
0,강우석,KANG Woo-suk,20080736
0,피터 시걸,Peter Segal,20080836
0,로버트 루케틱,Robert Luketic,20080835
0,닐 마샬,Neil Marshall,20080837
0,김태균,KIM Tae-kyun,20080663
0,티무르 베크맘베토브,Timur Bekmambetov,20080847
0,곽재용,KWAK Jae-yong,20070291
0,하라 케이이치,Keiichi Hara,20080513
0,피터 버그,Peter Berg,20080873
0,브라이언 버티노,Bryan Bertino,20080874
0,미이케 다카시,Takashi Miike,20080845
0,호거 태프,Holger Tappe,20080848
1,라인하르트 클루스,Reinhard Klooss,20080848
0,로버트 로드리게즈,Robert Rodriguez,20080877
0,오우삼,John Woo,20080914
0,파코 플라자,Paco Plaza,20080878
1,하우메 발라게로,Jaume Balaguero,20080878
0,정영배,JUNG Young-bae,20080871
0,김지운,KIM Jee-woon,20072152
0,마크 레빈,Mark Levin,20080946
0,커크 드 미코,Kirk De Micco,20080963
0,테라모토 유키요,Yukiyo Teramoto,20080962
0,이준익,LEE Joonik,20080764
0,에릭 레드,Eric Red,20080992
0,롭 코헨,Rob Cohen,20080996
0,안권태,AHN Gwon-tae,20080968
1,곽경택,KWAK Kyung-taek,20080968
0,크리스토퍼 놀란,Christopher Nolan,20081056
0,창,CHANG,20081058
0,앤드류 스탠튼,Andrew Stanton,20081057
0,사토 준이치,Junichi Sato,20081059
0,류승완,RYOO Seungwan,20080833
0,김진영,KIM Jin-young,20081132
0,크리스 카터,Chris Carter,20081096
0,주성치,Stephan Chiau,20080965
0,기타무라 류헤이,Ryuhei Kitamura,20081094
0,김유진,KIM Yoojin,20081001
0,필리다 로이드,Phyllida Lloyd,20081169
0,다니엘 미릭,Daniel Myrick,20081170
0,알래스테어 포더길,"Alastair Fothergill, Alastari Fothergill",20081199
1,마크 린필드,Mark Linfield,20081199
0,데이브 필로니,Dave Filoni,20081173
0,장훈,JANG Hun,20081243
0,박광춘,Park K.C,20081244
0,옥사이드 팽 천,Oxide Pang Chun,20081247
1,대니 팽,Danny Pang,20081247
0,츠츠미 유키히코,Yukihiko Tsutsumi,20081212
0,이시이 야스하루,Yasuharu Ishii,20081172
0,알렉산더 아야,Alexandre Aja,20081158
0,로저 스포티스우드,Roger Spottiswoode,20081276
0,박재식,PARK Jae-sik,20081263
0,권형진,KWON Hyung-jin,20080399
0,길예르모 델 토로,Guillermo Del Toro,20081332
0,이윤기,LEE Yoon-ki,20081002
0,호셉 포조,Jose Pozo,20081331
0,바딤 피얼먼,,20081333
0,정지우,JUNG Ji-woo,20072686
0,최호,CHOI Ho,20080741
0,마티유 카소비츠,Mathieu Kassovitz,20081334
0,마르셀 랭겐거,Marcel Langenegger,20081363
0,D.J. 카루소,D.J. Caruso,20081366
0,김기덕,KIM Ki-duk,20080887
0,다이앤 잉글리쉬,Diane English,20081364
0,이경미,LEE Kyoungmi,20081391
0,사울 딥,Saul Dibb,20081390
0,폴 W.S. 앤더슨,Paul W.S. Anderson,20081393
0,로버트 B. 웨이드,Robert B. Weide,20081361
0,패트리시아 리건,Patricia Riggen,20081386
0,정윤수,CHONG Yunsu,20081395
0,리들리 스콧,Ridley Scott,20081444
0,진가상,Gordon Chan,20081446
0,김정권,KIM Jung-kwon,20081403
0,로저 도널드슨,Roger Donaldson,20081565
0,벤 스타센,Ben Stassen,20081485
0,타키타 요지로,Yojiro Takita,20081445
0,하나도 준지,Junji Hanado,20081519
0,마크 포스터,Marc Forster,20081484
0,배형준,BAE Hyoung-jun,20061223
0,민규동,MIN Kyu-dong,20080637
0,전윤수,JEON Yun-su,20081611
0,토마스 알프레드슨,Tomas Alfredson,20081136
0,랜덜 밀러,Randall Miller,20081621
0,페르난도 메이렐레스,Fernando Meirelles,20081535
0,존 무어,John Moore,20081623
0,진목승,Benny Chan,20081618
0,류장하,RYU Jang-ha,20080890
0,강형철,KANG Hyoung-chul,20081672
0,여균동,YEO Kyundong,20080743
0,데이빗 해클,David Hackl,20081681
0,캐서린 하드윅,Catherine Hardwicke,20081697
0,바즈 루어만,Baz Luhrmann,20081673
0,벤 스틸러,Ben Stiller,20081700
0,서민영,Seo Min-yeong,20081698
0,에릭 브리빅,Eric Brevig,20081696
0,미야자키 하야오,Hayao Miyazaki,20081686
0,페이튼 리드,Peyton Reed,20081703
0,정정화,CHUNG Jung-hwa,20080750
0,데이빗 크로넨버그,David Cronenberg,20081453
0,스콧 데릭슨,Scott Derrickson,20081723
0,마이클 헤트너,Michael Hegner,20081738
1,캐리 주스넌,Kari Juusonen,20081738
0,강철우,KANG Chul-woo,20081718
0,유하,YOO Ha,20081716
0,바이론 하워드,Byron Howard,20081744
1,크리스 윌리엄스,Kris Williams,20081744
0,에릭 다넬,Eric Darnell,20081791
1,톰 맥그라스,Tom McGrath,20081791
0,올리비에 메가턴,Olivier Megaton,20081809
0,에드워드 즈윅,Edward Zwick,20081790
0,야스미 테츠오,Tetsuo Yasumi,20090006
1,카와세 토시후미,Toshifumi Kawase,20090006
0,오우삼,John Woo,20090015
0,브라이언 싱어,Bryan Singer,20071013
0,김동원,KIM Dong-won,20090014
0,클린트 이스트우드,Clint Eastwood,20090018
0,아담 쉥크만,Adam Shankman,20090017
0,이충렬,LEE Chung-ryoul,20081727
0,이안 소프틀리,Iain Softley,20090019
0,닉 카사베츠,Nick Cassavetes,20090029
0,유위강,LAU Andrew,20090013
0,윤종석,YOON Jong-seok,20080870
0,가브리엘 무치노,Gabriele Muccino,20090026
0,홍지영,HONG Ji-young,20090022
0,데이빗 핀처,David Fincher,20090024
0,이호재,LEE Ho-jae,20090023
0,켄 콰피스,Ken Kwapis,20090012
0,샘 펠,Sam Fell,20090044
1,로버트 스티븐헤이겐,Robert Stevenhagen,20090044
0,김한민,KIM Han-min,20090042
0,가버 추보,Gabor Csupo,20090025
0,데이빗 프랭클,David Frankel,20090027
0,한언덕,Han Eon-deok,20090062
1,마크 A.Z. 디페,Mark A.Z. Dippe,20090062
0,톰 티크베어,Tom Tykwer,20090063
0,데이빗 S. 고이어,David S. Goyer,20090083
0,황승재,HWANG Seung-jae,20090078
0,잭 스나이더,Zack Snyder,20090043
0,대런 아로노프스키,Darren Aronofsky,20090068
0,마틴 맥도나,Martin Mcdonagh,20090086
0,원태연,WON,20090085
0,제임스 왕,James Wong,20090082
0,그리핀 던,Griffin Dunne,20090087
0,마커스 니스펠,Marcus Nispel,20090091
0,매튜 오칼라헌,Matthew O'Callaghan,20090103
0,폴 맥기건,Paul McGuigan,20090157
0,대니 보일,Danny Boyle,20090161
0,김성홍,KIM Sung-hong,20090169
0,클린트 이스트우드,Clint Eastwood,20090064
0,스티븐 달드리,Stephen Daldry,20090065
0,P.J. 호건,P.J. Hogan,20090090
0,토니 기글리오,Tony Giglio,20090174
0,그렉 마크스,Greg Marcks,20090167
0,박대민,PARK Dae-min,20090156
0,저스틴 린,Justin Lin,20090176
0,게리 위닉,Gary Winick,20090088
0,황수아,HWANG Soo-a,20090193
0,니시타니 히로시,Hiroshi Nishitani,20090192
0,조나스 엘머,Jonas Elmer,20090190
0,찰스 가드,Charles Guard,20090191
0,알렉스 프로야스,Alex Proyas,20090206
0,패트릭 알레산드렝,Patrick Alessandrin,20090210
0,엽위신,Wilson Yip,20090207
0,신태라,SHIN Terra,20081737
0,우디 알렌,Woody Allen,20090203
0,토니 길로이,Tony Gilroy,20090205
0,롭 레터맨,Rob Letterman,20090195
1,콘래드 베논,Conrad Vernon,20090195
0,양익준,YANG Ik-june,20090035
0,안드레이 크라프추크,Andrei Kravchuk,20090219
0,박찬욱,PARK Chanwook,20081003
0,개빈 후드,Gavin Hood,20090222
0,박희곤,PARK Hee-kon,20090225
0,사토 준이치,Junichi Sato,20090226
1,야마구치 스스무,,20090226
0,케빈 맥도널드,Kevin Macdonald,20090214
0,필립 칼드롱,Philippe Calderon,20090227
0,J.J. 에이브럼스,Jeffrey Jacob Abrams,20090235
0,론 하워드,Ron Howard,20090234
0,이해준,LEE Hae-jun,20090237
0,토니 자,Tony Jaa,20090259
0,롭 좀비,Rob Zombie,20090265
0,맥지,Mcg,20090238
0,헨리 셀릭,Henry Selick,20090284
0,홍상수,HONG Sang-soo,20090261
0,봉준호,BONG Joon-ho,20090248
0,얌 라라나스,Yam Laranas,20090269
0,김영남,KIM Young-nam,20090289
0,숀 레비,Shawn Levy,20090282
0,이연우,LEE Yeon-woo,20090297
0,토니 스콧,Tony Scott,20090287
0,샘 레이미,Sam Raimi,20090288
0,크리스 나흔,Chris Nahon,20090320
0,라인하르트 클루스,Reinhard Klooss,20090314
1,호거 태프,Holger Tappe,20090314
0,이종용,LEE Jong-yong,20090327
0,라이언 존슨,Rian Johnson,20090333
0,이동승,Derek Yee Tung Sing,20090332
0,프레더릭 포레스티에,,20090322
0,마이클 베이,Michael Bay,20090303
0,마누엘 시실리아,,20090343
1,라울 가르시아,Raul Garcia,20090343
0,박건용,PARK Gun-yong,20090336
0,쥬세페 토르나토레,Giuseppe Tornatore,20081454
0,오기환,OH Ki-hwan,20090319
1,허진호,HUR Jinho,20090319
0,아사토 마리,Mari Asato,20090345
1,미야케 류타,Ryuta Miyake,20090345
0,뤽 베송,Luc Besson,20071015
0,신정원,SHIN Jung-won,20090051
0,데이빗 예이츠,David Yates,20090379
0,와타나베 아유무,Ayumu Watanabe,20090403
0,야구치 시노부,Shinobu Yaguchi,20090402
0,윤제균,JK YOUN,20090074
0,패트릭 루지어,Patrick Lussier,20090061
0,김용화,KIM Yong-hwa,20090307
0,피트 닥터,Pete Docter,20090391
1,밥 피터슨,Bob Peterson,20090391
0,야마모토 타이치로,Taichiro Yamamoto,20090412
0,피터 콘웰,Peter Cornwell,20090411
0,스티븐 소머즈,Stephen Sommers,20090427
0,조민호,JOE Min-ho,20090389
0,제임스 허니본,James Honeyborne,20090430
0,카를로스 살다나,Carlos Saldanha,20090408
1,마이크 트메이어,Mike Thurmeier,20090408
0,마이클 만,Michael Mann,20090426
0,이용주,LEE Yong-ju,20090434
0,호소다 마모루,Mamoru Hosoda,20090445
0,윤재연,YOON Jae-yeon,20090304
0,데이빗 토히,David Twohy,20090459
0,자움 콜렛 세라,Jaume Collet-Serra,20090455
0,에바 진,Eva Jin,20090454
0,제롬 샬레,Jerome Salle,20090460
0,산제이 렐라 반살리,Sanjay Leela Bhansali,20090425
0,앤 폰테인,Anne Fontaine,20090462
0,도널드 페트리,Donald Mark Petrie,20090428
0,앤 플레쳐,Anne Fletcher,20090449
0,토드 그라프,Todd Graff,20090453
0,데니스 일리아디스,Dennis Iliadis,20090485
0,정기훈,JEONG Gi-hun,20090484
0,홍기선,HONG Ki-seon,20090510
0,김용화,KIM Yong-hwa,20090527
0,닉 카사베츠,Nick Cassavetes,20090469
0,아벨 페리,,20090511
0,쉐인 액커,,20090501
0,로버트 루게틱,,20090513
0,데이빗 맥킨지,David MacKenzie,20090529
0,박진표,PARK Jin-pyo,20090329
0,김용균,KIM Yong-gyun,20090308
0,케빈 탄차로엔,Kevin Tancharoen,20090528
0,무토우 유지,Yuji Mutou,20090570
0,권상준,,20090556
0,조나단 모스토우,Jonathan Mostow,20090554
0,브라이언 테일러,Brian Taylor,20090555
1,마크 네빌딘,Mark Neveldine,20090555
0,데이빗 엘리슨,David Ellison,20090572
0,강석범,KANG Suk-bum,20090562
0,허진호,HUR Jinho,20090557
0,닐 블롬캠프,Neill Blomkamp,20090579
0,트란 안 홍,Anh Hung Tran,20090580
0,박지원,Park Jiwon,20090581
0,장진,JANG Jin,20090605
0,크리티앙 알버트,Christian Alvart,20090613
0,브렛 래트너,Brett Ratner,20090599
1,강문,Jiang Wen,20090599
2,이반 아탈,Yvan Attal,20090599
3,세자르 카푸르,Shekhar Kapur,20090599
4,알렌 휴즈,Allen Hughes,20090599
5,이와이 슌지,Shunji Iwai,20090599
6,미라 네이어,Mira Nair,20090599
7,조슈아 마스턴,Joshua Marston,20090599
8,파티 아킨,Fatih Akin,20090599
9,나탈리 포트만,Natalie Portman,20090599
0,사토 마사히코,Masahiko Sato,20090592
0,로베르트 슈벤트케,Robert Schwentke,20090664
0,쿠엔틴 타란티노,Quentin Tarantino,20090578
0,박찬옥,PARK Chan-ok,20090667
0,케니 오테가,Kenny Ortega,20090604
0,오달균,OH Dal-kyun,20090670
0,최진호,CHOI Jin-ho,20090669
0,정승구,JEONG Seung-gu,20090146
0,이장수,LEE Jang-soo,20090724
0,양종현,YANG Jong-hyun,20081729
0,롤랜드 에머리히,Roland Emmerich,20090685
0,김진영,KIM Jin-young,20090590
0,이형민,LEE Hyung-min,20090801
0,장용우,Chang Yong-woo,20090800
0,박신우,PARK Sin-woo,20090305
0,조 라이트,Joe Wright,20090682
0,정용기,JEONG Yong-ki,20090815
0,페드로 알모도바르,Pedro Almodovar,20090588
0,제임스 맥티그,James McTeigue,20090678
0,로버트 저메키스,Robert Zemeckis,20090681
0,이성한,LEE Seong-han,20090822
0,크리스 웨이츠,Chris Weitz,20090828
0,윤재구,YOON Jae-gu,20090311
0,마샤유키,,20090811
1,츠루마키 카즈야,Kazuya Tsurumaki,20090811
0,F. 게리 그레이,F. Gary Gray,20090826
0,이재용,E J-yong,20090862
0,박정훈,Jung-hun PARK,20090823
0,제임스 카메론,James Cameron,20090834
0,강석범,KANG Suk-bum,20090875
0,최동훈,CHOI Dong-hoon,20090077
0,가이 리치,Guy Ritchie,20090856
0,테리 길리엄,Terry Gilliam,20090089
0,유야마 쿠니히코,Kunihiko Yuyama,20090860
0,베티 토머스,,20090861
0,모로타 사토시,Morota Satoshi,20090893
0,롭 마샬,Rob Marshall,20090891
0,스티븐 벨버,Stephen Belber,20090859
0,필립 그로닝,Philip Groning,20090840
0,김형준,KIM Hyeong-jun,20090888
0,존 힐코트,John Hillcoat,20090864
0,데이빗 보워스,David Bowers,20090821
0,오렌 펠리,Oren Peli,20090857
0,이광재,LEE Kwang-jae,20090890
0,권형진,KWON Hyung-jin,20090892
0,김상진,KIM Sang-jin,20090895
0,마크 웹,Marc Webb,20090683
0,진덕삼,Teddy Chan,20090916
0,존 머스커,John Musker,20090850
1,론 클레멘츠,Ron Clements,20090850
0,강대규,KANG DAE KYU,20090914
0,김길형,KIM Gil-hyeong,20090926
1,백동훈,BAEK Dong-hoon,20090926
0,로랑 티라르,Laurent Tirard,20090897
0,마크 로렌스,Marc Lawrence,20090913
0,하명중,HAH Myung-joong,20090917
0,장훈,JANG Hun,20090904
0,니아 발다로스,Nia Vardalos,20090944
0,크리스 콜럼버스,Chris Columbus,20090923
0,후메이,Mei Hu,20100017
0,필 로드,Phil Lord,20090718
1,크리스 밀러,Chris Miller,20090718
0,조 존스톤,Joe Johnston,20090929
0,게리 마샬,Garry Marshall,20090945
0,사카이 무네히사,Munehisa Sakai,20100012
0,권호영,GWON Ho-young,20090160
0,라세 할스트롬,Lasse Hallstrom,20100039
0,피터 잭슨,Peter Jackson,20090865
0,올라턴드 오선샌미,Olatunde Osunsanmi,20100077
0,아톰 에고이안,Atom Egoyan,20100090
0,보이드 커클랜드,Boyd Kirkland,20100063
1,스티븐 E. 고든,Steven E. Gordon,20100063
0,팀 버튼,Tim Burton,20090930
0,라세 할스트롬,Lasse Hallstrom,20100098
0,클린트 이스트우드,Clint Eastwood,20100105
0,피에르 모렐,Pierre Morel,20100101
0,낸시 마이어스,Nancy Meyers,20090894
0,장성,Sheng Ding,20100115
0,바트 프룬디치,Bart Freundlich,20100029
0,마틴 스코세이지,Martin Scorsese,20100103
0,강효진,KANG Hyo-jin,20090939
0,김철한,KIM Chul-han,20100075
0,마이클 스피어리그,Michael Spierig,20090932
0,폴 그린그래스,Paul Greengrass,20090948
0,권지연,KWON Ji-yeon,20100107
1,류훈,RYOO Hoon,20100107
0,M.J. 버세트,M.J. Bassett,20100116
0,김진만,KIM Jin-man,20100141
1,김현철,Kim Hyun-chul,20100141
0,루이스 리테리어,Louis Leterrier,20100018
0,조창호,CHO Chang-ho,20090331
0,김동욱,KIM Dong-uk,20100129
0,브렉 에이즈너,Breck Eisner,20100142
0,아넌드 터커,Anand Tucker,20100128
0,이하,iiHa,20090947
0,이정호,LEE Jeong-ho,20100131
0,알렌 휴즈,Allen Hughes,20100143
1,알버트 휴즈,Albert Hughes,20100143
0,존 리 행콕,John Lee Hancock,20100165
0,앤디 테넌트,Andy Tennant,20100170
0,이상우,YI Sang-woo,20061214
0,유성엽,YOO Sung-yup,20100168
0,매튜 본,Matthew Vaughn,20100169
0,캐서린 비글로우,Kathryn Bigelow,20100176
0,호이트 예이트만,Hoyt Yeatman,20090866
0,존 파브로,Jon Favreau,20090933
0,이준익,LEE Joonik,20090931
0,조명남,CHO Myeong-nam,20100198
0,사토 준이치,Junichi Sato,20100166
1,야마구치 스스무,,20100166
0,짐 쉐리단,Jim Sheridan,20100189
0,홍상수,HONG Sang-soo,20100202
0,임상수,IM Sang-soo,20100188
0,리들리 스콧,Ridley Scott,20090951
0,이창동,LEE Changdong,20100191
0,딘 데블로이스,Dean Deblois,20100190
