,peopleNm,peopleNmEn,movieCd
0,하네스 홀름,Hannes Holm,20162569
0,마이크 플래너건,Mike Flanagan,20153182
0,박찬욱,PARK Chanwook,20144444
0,테아 샤록,Thea SHARROCK,20163215
0,민규동,MIN Kyu-dong,20158242
1,김곡,KIM Gok,20158242
2,김선,KIM Sun,20158242
3,백승빈,BAEK Seung-bin,20158242
0,윌리엄 브렌트 벨,William Brent Bell,20162925
0,존 파브로,Jon Favreau,20162967
0,던칸 존스,Duncan Jones,20158150
0,제임스 완,James Wan,20162941
0,쿠와바라 사토시,Satoshi Kuwabara,20163981
0,데이브 그린,Dave Green,20150385
0,롤랜드 에머리히,Roland Emmerich,20150782
0,이경미,LEE Kyoungmi,20140704
0,아리엘 브로멘,Ariel Vromen,20163202
0,김태곤,KIM Tae-gon,20150972
0,데이빗 예이츠,David Yates,20163661
0,이우철,LEE Woo-chul,20154906
0,앤드류 스탠튼,Andrew Stanton,20159058
0,박대민,PARK Dae-min,20159644
0,존 추,Jon Chu,20150203
0,나카무라 요시히로,Yoshihiro Nakamura,20163962
0,연상호,YEON Sangho,20156564
0,자움 콜렛 세라,Jaume Collet-Serra,20165201
0,장 마크 발레,Jean-Marc Vallee,20163961
0,이창열,LEE Changyeol,20158982
0,줄리아 폰 하인츠,Julia Von Heinz,20165130
0,마이크 트메이어,Mike Thurmeier,20161286
0,타카하시 시게하루,Shigeharu Takahashi,20164521
0,데이비 포스,Davy Force,20166845
1,닉 덴보어,Nick DenBoer,20166845
2,캘빈 리 리더,Calvin Lee Reeder,20166845
3,김기범,KIM Ki-bum,20166845
4,앤드류 로리치,Andrew LAURICH,20166845
5,데이비드 샌드버그,David SANDBERG,20166845
0,이재한,John H. LEE,20156250
0,폴 그린그래스,Paul Greengrass,20161907
0,트레버 월,Trevor Wall,20165561
0,고레에다 히로카즈,Hirokazu Koreeda,20163189
0,허진호,HUR Jinho,20150979
0,데이비드 에이어,David Ayer,20152963
0,크리스 리노드,Chris Renaud,20156082
0,시즈노 코분,Kobun SHIZUNO,20162002
0,김성훈,KIM Seong-hun,20154910
0,김종현,KIM Jong-hyun,20150968
0,이원재,,20165961
1,이경호,LEE Kyung-ho,20165961
0,저스틴 린,Justin Lin,20150567
0,연상호,YEON Sangho,20148460
0,케빈 먼로,Kevin Munroe,20163043
0,데이비드 F. 샌드버그,David F. Sandberg,20163217
0,폴 페이그,Paul Feig,20162404
0,스티븐 프리어스,Stephen Frears,20166901
0,채두병,CHAE Doo-byung,20150901
0,데니스 간젤,Dennis Gansel,20167261
0,드레이크 도리머스,Drake Doremus,20167563
0,김지운,KIM Jee-woon,20159646
0,강우석,KANG Woo-suk,20159648
0,제임스 보빈,James Bobin,20162968
0,김현주,KIM Hyeonju,20166541
0,후안 호세 캄파넬라,Juan Jose Campanella,20166721
0,벤 스타센,Ben Stassen,20165941
1,빈센트 케스텔루트,Vincent Kesteloot,20165941
0,티무르 베크맘베토브,Timur Bekmambetov,20167839
0,안톤 후쿠아,Antoine Fuqua,20163294
0,애쉬 브래넌,Ash Brannon,20167154
0,와타다 신야,Watada Shinya,20168721
0,사토 신스케,Shinsuke Sato,20169122
0,클린트 이스트우드,Clint Eastwood,20168891
0,샤론 맥과이어,Sharon Maguire,20168885
0,신동엽,SHIN Dong-yeob,20162022
0,김성수,KIM Sung-soo,20153443
0,팀 버튼,Tim Burton,20164501
0,데이빗 로워리,David Lowery,20160143
0,페데 알바레즈,Fede Alvarez,20167481
0,다라 오코넬,Darragh O'Connell,20168361
0,벤 차오,Ben Zhao,20169764
0,이계벽,LEE Gae-byok,20153444
0,이재용,E J-yong,20161589
0,김기덕,KIM Ki-duk,20167867
0,제임스 왓킨스,James Watkins,20168501
0,게빈 오코너,Gavin O'Connor,20160203
0,최승호,CHOI Seung-ho,20163041
0,히시다 마사카즈,Masakazu Hishida,20160261
0,론 하워드,Ron Howard,20156007
0,백승화,BAEK Seunghwa,20151022
0,배리 소넨필드,Barry Sonnenfeld,20169986
0,스콧 데릭슨,Scott Derrickson,20163181
0,이두환,,20150564
0,트래비스 나이트,Travis Knight,20160781
0,전인환,JEON In-hwan,20162545
0,데이빗 맥킨지,David MacKenzie,20161527
0,나카자와 쇼지로,Shojiro Nakazawa,20161796
0,니티왓 다라톤,Nithiwat Tharathorn,20160862
0,아담 추,,20162609
0,최국희,CHOI Kook-hee,20163521
0,마이크 플래너건,Mike Flanagan,20161843
0,카와무라 토모히로,Tomohiro Kawamura,20162504
1,코모리 요시히로,Yoshihiro Komori,20162504
0,나가이 아키라,Nagai Akira,20162147
0,데이빗 예이츠,David Yates,20162365
0,엄태화,UM Tae-hwa,20154905
0,미츠나카 스스무,Mitsunaka Susumu,20162629
0,오자운,Neal WU,20162928
0,권수경,KWON Soo-kyung,20154661
0,피터 클라릿지,Peter Claridge,20163903
0,아담 윈가드,Adam Wingard,20161162
0,브렛 설리반,Brett Sullivan,20163824
0,이언희,LEE Eon-hee,20153741
0,에드워드 즈윅,Edward Zwick,20166363
0,안나 포에스터,Anna Foerster,20161605
0,이성태,LEE Seong-tae,20160472
0,미야시타 신페이,Shinpei Miyashita,20166462
0,박정우,PARK JOUNG WOO,20144641
0,데이미언 셔젤,Damien Chazelle,20167904
0,니콜라스 스톨러,Nicholas Stoller,20163884
1,더그 스윗랜드,Doug Sweetland,20163884
0,미야모토 히로아키,Miyamoto Hiroaki,20162382
0,켄 로치,Ken Loach,20161763
0,히라바야시 이사무,Isamu Hirabayashi,20163856
0,홍지영,HONG Ji-young,20152371
0,송민규,SONG Min-kyu,20155223
0,장 프랑소아 풀리오,Jean-Francois Pouliot,20164388
0,조의석,CHO Ui-seok,20161725
0,가스 제닝스,Garth Jennings,20162025
0,유야마 쿠니히코,Kunihiko Yuyama,20162183
0,야쿠와 신노스케,Shinnosuke Yakuwa,20165285
0,디에터 버너,Dieter Berner,20160221
0,가렛 에드워즈,Gareth Edwards,20163183
0,유야마 쿠니히코,Kunihiko Yuyama,20162727
1,사카키바라 모토노리,Motonori Sakakibara,20162727
0,신카이 마코토,Makoto Shinkai,20161872
0,모튼 틸덤,Morten Tyldum,20161084
0,알렉세이 트시칠린,Alexey Tsitsilin,20165153
0,주지홍,JOO Ji-hong,20150966
0,김태용,KIM Tae-yong,20151181
0,존 머스커,John Musker,20165443
1,론 클레멘츠,Ron Clements,20165443
0,로버트 저메키스,Robert Zemeckis,20168381
0,저스틴 커젤,Justin Kurzel,20164421
0,한재림,HAN Jae-rim,20151229
0,김성훈,KIM Sung-hoon,20151228
0,김석원,KIM Sug-won,20163845
1,홍헌표,HONG Heon-pyo,20163845
0,피터 잭슨,Peter Jackson,20168664
0,자비에 돌란,Xavier Dolan,20163186
0,폴 W.S. 앤더슨,Paul W.S. Anderson,20168688
0,타카하시 와타루,Wataru Takahashi,20167285
0,피터 버그,Peter Berg,20168154
0,드니 빌뇌브,Denis Villeneuve,20179281
0,가스 데이비스,Garth Davis,20167324
0,크리스 맥케이,Chris McKay,20162873
0,박광현,PARK Kwang-hyun,20150964
0,D.J. 카루소,D.J. Caruso,20167716
0,제임스 폴리,James Foley,20161141
0,에릭 섬머,Eric Summer,20167644
1,에릭 와린,eric Warin,20167644
0,야마모토 야스이치로,Yasuichiro Yamamoto,20178881
0,김태윤,KIM Tae-yun,20166421
0,장예모,Yimou Zhang,20163580
0,마이크 미첼,Mike Mitchell,20161744
1,월트 도른,Walt Dohrn,20161744
0,고어 버빈스키,Gore Verbinski,20167362
0,알베르토 로드리게즈,Alberto Rodriguez,20167906
0,M. 나이트 샤말란,M. Night Shyamalan,20170241
0,이주영,LEE Zoo-young,20161723
0,채드 스타헬스키,Chad Stahelski,20166101
0,멜 깁슨,Mel Gibson,20167922
0,김준성,KIM Joon-sung,20156562
0,이토 토모히코,Tomohiko Ito,20170509
0,제임스 맨골드,James Mangold,20161827
0,이수연,LEE SOOYOUN,20150971
0,이나정,LEE Na-jeong,20158799
0,배리 젠킨스,Barry Jenkins,20165927
0,마틴 스코세이지,Martin Scorsese,20166468
0,조던 복트-로버츠,Jordan VOGT-ROBERTS,20168183
0,데릭 시엔프랜스,Derek Cianfrance,20168750
0,테이트 테일러,Tate Taylor,20170761
0,빌 콘돈,Bill Condon,20164721
0,김덕수,KIM Deok-su,20167905
0,피터 첼섬,Peter Chelsom,20178942
0,나현,NA Hyun,20162181
0,김봉한,KIM Bong-han,20167902
0,데오도르 멜피,Theodore Melfi,20167363
0,키시 세이지,Seiji Kishi,20171801
0,홍상수,HONG Sang-soo,20179442
0,유위,Wei Liu,20171661
0,에란 크리비,Eran Creevy,20168742
0,루퍼트 샌더스,Rupert Sanders,20163194
0,양경모,YANG Kyung-mo,20151230
0,사토 신스케,Shinsuke Sato,20167005
0,존 매든,John Madden,20167364
0,다니엘 에스피노사,Daniel Espinosa,20171381
0,이윤기,LEE Yoon-ki,20167901
0,임대웅,LIM Dae-woong,20161923
0,피터 버그,Peter Berg,20171781
0,라울 가르시아,Raul Garcia,20162607
1,리카르도 아나이즈,Ricardo Arnaiz,20162607
2,마이크 컨켈,Mike Kunkel,20162607
0,F. 게리 그레이,F. Gary Gray,20167542
0,김형협,KIM Hyung-hyup,20151227
0,제이미 미첼,Jamie Mitchell,20173601
0,엘리자베스 이토,Elizabeth ITO,20174023
0,아베 노리유키,Noriyuki Abe,20173690
0,딘 이스라엘리트,Dean Israelite,20179662
0,스튜어트 하젤딘,Stuart Hazeldine,20172541
0,존 리 행콕,John Lee Hancock,20172125
0,최진성,CHOI Jin-sung,20174561
0,박인제,PARK In-jae,20162871
0,문현성,MOON Hyun-sung,20161726
0,캘리 애스버리,Kelly Asbury,20161665
0,고동우,,20174165
1,이달,,20174165
0,홍현정,HONG Hyeon-jeong,20173301
1,홍주연,HONG Joo-yeon,20173301
0,타다 슌스케,Shunsuke Tada,20175142
0,믹 잭슨,Mick Jackson,20164829
0,제임스 건,James Gunn,20163603
0,김형주,KIM Hyung-ju,20162722
0,톰 맥그라스,Tom McGrath,20174061
0,임아론,Lim Aa-ron,20173061
0,리들리 스콧,Ridley Scott,20179382
0,김휘,KIM Hwi,20156708
1,정식,JUNG Sik,20156708
0,야마다 나오코,Naoko Yamada,20170321
0,가이 리치,Guy Ritchie,20173961
0,조던 필,Jordan Peele,20175262
0,변성현,BYUN Sung-hyun,20164844
0,도미니크 아벨,Dominique Abel,20174721
1,피오나 고든,Fiona Gordon,20174721
0,요아킴 뢰닝,Joachim Ronning,20170982
1,에스펜 샌버그,Espen Sandberg,20170982
0,이창재,LEE Chang-jae,20174602
0,츠키카와 쇼,Sho Tsukikawa,20173642
0,팻티 젠킨스,Patty Jenkins,20168261
0,정윤철,CHUNG Yoon-chul,20169348
0,야마구치 켄타로,Kentaro Yamaguchi,20176141
0,다라 오코넬,Darragh O'Connell,20174821
0,라이 루소 영,Ry Russo-Young,20174803
0,알렉스 커츠먼,Alex Kurtzman,20166488
0,정병길,JUNG Byung-gil,20162343
0,마츠오카 조지,Joji Matsuoka,20173833
0,조선호,JO Seon-ho,20166384
0,양선,Liang Xuan,20175423
1,장춘,Chun Zhang,20175423
0,토비 젠켈,Toby Genkel,20176741
1,레자 메마리,Reza Memari,20176741
0,테레사 스트로젝,Theresa STROZYK,20172241
0,마이클 베이,Michael Bay,20166967
0,제임스 폰솔트,James Ponsoldt,20176201
0,에반 트라멜,Evan Tramel,20175821
0,대런 린 보우즈만,Darren Lynn Bousman,20175982
0,이준익,LEE Joonik,20178982
0,이사랑,LEE Sa-rang,20159647
0,봉준호,BONG Joon-ho,20158485
0,켈리 프레몬,Kelly Fremon,20176961
0,정량,Liang Ding,20178121
0,존 왓츠,Jon Watts,20167303
0,데이비드 스토튼,David Stoten,20177202
0,홍상수,HONG Sang-soo,20176102
0,브라이언 피,Brian Fee,20175522
0,롭 라이너,Rob Reiner,20177501
0,에이슬링 월쉬,Aisling Walsh,20174801
0,존 건,Jon Gunn,20176562
0,크리스토퍼 놀란,Christopher Nolan,20164621
0,요하네스 로버츠,Johannes Roberts,20177181
0,하시모토 마사카즈,Masakazu Hashimoto,20178321
0,블라디미르 토로프킨,Vladimir Toropchin,20177761
0,존 R. 레오네티,John R. Leonetti,20177701
0,류승완,RYOO Seungwan,20161481
0,피에르 꼬팽,Pierre Coffin,20173403
1,카일 발다,Kyle Balda,20173403
0,장훈,JANG Hun,20162869
0,시즈노 코분,Kobun SHIZUNO,20170124
0,엘레노어 코폴라,Eleanor Coppola,20178762
0,토니 레온디스,Tony Leondis,20179186
0,김주환,Jason KIM,20162442
0,데이비드 F. 샌드버그,David F. Sandberg,20161081
0,제레미 드그루손,Jeremy Degruson,20178641
1,벤 스타센,Ben Stassen,20178641
0,다카하시 아츠시,Atsushi Takahashi,20179085
0,맷 리브스,Matt Reeves,20179901
0,허정,HUH Jung,20151003
0,최승호,CHOI Seung-ho,20179187
0,마누크 데포얀,,20179226
0,박훈정,PARK Hoon-jung,20164174
0,니콜라이 아르셀,Nikolaj Arcel,20170022
0,김종관,KIM Jong-kwan,20165001
0,패트릭 휴즈,Patrick Hughes,20171962
0,뤽 베송,Luc Besson,20158047
0,데이빗 레이치,David Leitch,20179491
0,이덕희,LEE Duk-hee,20179407
0,원신연,WON Shin-yun,20154909
0,안드레스 무시에티,Andres Muschietti,20179696
0,닛타 노리오,Norio Nitta,20171022
0,최진성,CHOI Jin-sung,20171923
0,소피아 코폴라,Sofia Coppola,20170268
0,에드가 라이트,Edgar Wright,20171090
0,더그 라이만,Doug Liman,20177541
0,후안 안토니오 바요나,Juan Antonio Bayona,20170607
0,김현석,KIM Hyun-suk,20174142
0,오리올 파울로,Oriol Paulo,20173945
0,제임스 그레이,James Gray,20168241
0,매튜 본,Matthew Vaughn,20175222
0,우시로 신지,Shinji Ushiro,20172142
1,요코이 타케시,Takeshi Yokoi,20172142
0,찰리 빈,Charlie Bean,20170364
0,제이미 미첼,Jamie Mitchell,20172627
0,이상호,LEE Sang-ho,20166132
0,황동혁,HWANG Dong-hyuk,20165450
0,강윤성,KANG Yun-sung,20172742
0,캘런 브런커,Callan Brunker,20171817
0,줄리오 소토 거피드,Julio Soto Gurpide,20170964
0,드니 빌뇌브,Denis Villeneuve,20168282
0,곽경택,KWAK Kyung-taek,20154907
0,미키 타카히로,Takahiro Miki,20176767
0,딘 데블린,Dean Devlin,20173694
1,대니 캐넌,Danny Cannon,20173694
0,이원태,LEE Won-tae,20164424
0,이시즈카 아츠코,Atsuko Ishizuka,20173806
0,타이카 와이티티,Taika Waititi,20175121
0,츠키카와 쇼,Sho Tsukikawa,20171024
0,장재혁,,20175208
0,룬 스파안스,Rune Spaans,20174103
1,라스무스 A. 실버르센,Rasmus A. Sivertsen,20174103
0,장유정,CHANG You-jeong,20172603
0,정지우,JUNG Ji-woo,20169643
0,피터 스피어이그,Peter Spierig,20173724
1,마이클 스피어리그,Michael Spierig,20173724
0,텐 샤오펑,Xiao Peng Tian,20174902
0,방은진,PANG Eun-jin,20173612
0,크리스토퍼 랜던,Christopher Landon,20174622
0,이안규,LEE An-kyu,20161681
0,조영준,CHO Young-jun,20175441
0,도로타 코비엘라,Dorota Kobiela,20179942
1,휴 웰치맨,Hugh Welchman,20179942
0,타케모토 노보루,Noboru Takemoto,20175244
0,잭 스나이더,Zack Snyder,20168221
0,이용승,LEE Yong-seung,20168754
0,장창원,JANG Chang-won,20165748
0,우테 폰 뮌쇼폴,Ute von Münchow-Pohl,20175223
0,타파스 차크라바르티,Tapaas Chakravarti,20175288
0,김홍선,KIM Hong-sun,20173903
0,장항준,CHANG Hang-jun,20173581
0,케네스 브래너,Kenneth Branagh,20178581
0,김홍선,KIM Hong-sun,20161762
0,윤제완,Jae Wan Yun,20174846
1,김현호,KIM Hyun-ho,20174846
0,요네바야시 히로마사,Hiromasa Yonebayashi,20174585
0,마이클 쿠에스타,Michael Cuesta,20173693
0,양우석,YANG Woo-suk,20170402
0,라이언 존슨,Rian Johnson,20170443
0,고로 사쿠라,Sakura Goro,20176367
0,저스틴 채드윅,Justin Chadwick,20175481
0,김용화,KIM Yong-hwa,20150976
0,마이클 그레이시,Michael Gracey,20179462
0,유야마 쿠니히코,Kunihiko Yuyama,20174965
0,호거 태프,Holger Tappe,20176082
0,티모시 렉카트,Timothy Reckart,20176022
0,장준환,JANG Joon-hwan,20170590
0,스티븐 크보스키,Stephen Chbosky,20176947
0,모리와키 마코토,Makoto Moriwaki,20177479
0,제이크 캐스단,Jake Kasdan,20171909
0,카를로스 살다나,Carlos Saldanha,20177104
0,리 언크리치,Lee Unkrich,20179985
0,알렉산더 페인,Alexander Payne,20173547
0,신보 아키유키,Akiyuki Shinbo,20177602
0,웨스 볼,Wes Ball,20175054
0,최성현,CHOI Sung-hyun,20176104
0,리처드 클라우스,Richard Claus,20173662
1,카스텐 킬러리치,Karsten Kiilerich,20173662
0,자움 콜렛 세라,Jaume Collet-Serra,20178230
0,홍기선,HONG Ki-seon,20168161
0,토마스 아스트뤽,Thomas Astruc,20178444
0,이성재,LEE Sung-jae,20177473
0,연상호,YEON Sangho,20168323
0,애덤 로비텔,Adam Robitel,20178126
0,니콜라이 퓰시,Nicolai Fuglsig,20178395
0,노엘 클리어리,,20179228
1,세르지오 델피노,Sergio Delfino,20179228
0,리들리 스콧,Ridley Scott,20178469
0,김석윤,KIM Sok-yun,20179205
0,폴 킹,Paul King,20178672
0,마틴 캠벨,Martin Campbell,20189901
0,라이언 쿠글러,Ryan Coogler,20170561
0,노동석,NOH Dong-seok,20168250
0,조근현,CHO Geun-hyun,20176121
0,야마모토 야스이치로,Yasuichiro Yamamoto,20078561
0,토미 위르콜라,Tommy Wirkola,20177946
0,기예르모 델 토로,Guillermo Del Toro,20173436
0,제임스 폴리,James Foley,20180542
0,홍창표,HONG Chang-pyo,20150969
0,임순례,YIM Soonrye,20170841
0,히로키 류이치,Ryuichi Hiroki,20179731
0,프란시스 로렌스,Francis Lawrence,20180341
0,신재호,SHIN Jai-ho,20189663
0,스티븐 스필버그,Steven Spielberg,20189861
0,이창희,LEE Chang-hee,20178781
0,로아 우타우,Roar Uthaug,20180564
0,션 베이커,Sean Baker,20176070
0,조셉 코신스키,Joseph Kosinski,20178490
0,이장훈,LEE Janghoon,20170669
0,롭 코헨,Rob Cohen,20180302
0,김제영,KIM Je-yeong,20172244
0,마틴 맥도나,Martin Mcdonagh,20178449
0,스티븐 S. 드나이트,Steven S. DeKnight,20174603
0,정범식,JUNG Bum-shik,20180804
0,이영준,LEE Young-jun,20181366
0,루카 구아다니노,Luca Guadagnino,20178522
0,전고운,JEON Go-woon,20173962
0,스티븐 스필버그,Steven Spielberg,20171122
0,추창민,CHOO Chang-min,20154908
0,가스 데이비스,Garth Davis,20181621
0,이병헌,LEE Byoung-heon,20153447
0,방수인,BANG Soo-in,20181561
0,김지열,,20182021
0,그레타 거윅,Greta Gerwig,20178424
0,존 크래신스키,John Krasinski,20181788
0,브래드 페이튼,Brad Peyton,20176917
0,김지영,KIM Ji-young,20182352
0,허준형,HEO Jun-hyeong,20165045
0,아론 우들리,Aaron Woodley,20182221
1,애론 우들리,AARON WOODLEY,20182221
0,이한욱,LEE Han-wook,20177266
0,다비드 알로,David Alaux,20182360
0,크리스찬 구드가스트,Christian Gudegast,20182701
0,조 루소,Joe Russo,20177478
1,안소니 루소,Anthony Russo,20177478
0,김진묵,KIM Jin-muk,20167007
0,세르지오 맨피오,Sergio Manfio,20183195
0,니테쉬 티와리,Nitesh Tiwari,20182561
0,라스무스 A. 실버르센,Rasmus A. Sivertsen,20182990
0,김용완,KIM Yong-wan,20189783
0,닉 파크,Nick Park,20182984
0,필립 립스키,Philip Lipski,20182989
1,요르겐 레르담,Jorgen Lerdam,20182989
0,조이 주,Joey Zou,20182385
0,김대웅,KIM Dae-woong,20177005
0,토드 헤인즈,Todd Haynes,20176069
0,조나단 데이턴,Jonathan Dayton,20137352
1,발레리 페리스,Valerie Faris,20137352
0,이시하라 타츠야,Tatsuya Ishihara,20183083
0,세드릭 클래피쉬,Cedric Klapisch,20176067
0,데이빗 레이치,David Leitch,20176848
0,이창동,LEE Changdong,20173202
0,윌 글럭,Will Gluck,20183084
0,사준의,Chun-Yi Hsieh,20182046
0,시미즈 준지,Junji Shimizu,20183321
0,앤드류 코헨,Andrew Cohen,20183741
1,닐 나이팅게일,Neil Nightingale,20183741
2,베리 쿡,Barry Cook,20183741
0,이해영,LEE Hae-young,20179383
0,론 하워드,Ron Howard,20180789
0,제프 와드로,Jeff Wadlow,20183801
0,매니 에르난데스,Manny Hernandez,20184513
0,고경민,GO Kyeong-min,20173865
0,벤 루윈,Ben Lewin,20176053
0,지안밍 후앙,Jianming Huang,20180943
0,후안 안토니오 바요나,Juan Antonio Bayona,20179086
0,아리 에스터,Ari Aster,20184801
0,아비 콘,Abby Kohn,20185081
0,유야마 쿠니히코,Kunihiko Yuyama,20135305
0,딩 스,Ding Shi,20184261
0,이언희,LEE Eon-hee,20178161
0,게리 로스,Gary Ross,20184903
0,토마스 보덴스타인,Thomas Bodenstein,20184512
1,마커스 하먼,Marcus Hamann,20184512
0,아녜스 바르다,Agnes Varda,20184699
1,제이알,JR,20184699
0,스콧 스피어,Scott Speer,20184845
0,이경섭,LEE Kyung-sub,20184101
0,칸 울카이,Can Ulkay,20184689
0,카말 반살,Kamal Bansal,20185648
0,박훈정,PARK Hoon-jung,20185341
0,민규동,MIN Kyu-dong,20172469
0,스테파노 솔리마,Stefano Sollima,20184721
0,헤 질리,He Jili,20185001
0,페이튼 리드,Peyton Reed,20180522
0,이준익,LEE Joonik,20174369
0,로슨 마샬 터버,Rawson Marshall Thurber,20181443
0,최상훈,CHOI Sang-hun,20180282
0,요르고스 란티모스,Giorgos Lanthimos,20175221
0,타케우치 히데키,Hideki Takeuchi,20182564
0,브래드 버드,Brad Bird,20183361
0,이해영,LEE Hae-young,20188042
0,드류 피어스,Drew Pearce,20185621
0,마이클 메이슨,Michael Mason,20186001
0,오카다 마리,Mari Okada,20186282
0,크리스토퍼 맥쿼리,Christopher McQuarrie,20181181
0,김지운,KIM Jee-woon,20170942
0,김병갑,KIM Byung-gap,20185242
0,고레에다 히로카즈,Hirokazu Koreeda,20186121
0,루카 구아다그니노,Luca Guadagnino,20110027
0,김용화,KIM Yong-hwa,20186202
0,김진철,KIM Jin-cheol,20186501
1,최신규,CHOI Shin-gyu,20186501
0,올 파커,Ol Parker,20181942
0,루벤 외스틀룬드,Ruben Ostlund,20179044
0,윤종빈,YOON Jong-bin,20179101
0,젠디 타타코브스키,Genndy Tartakovsky,20184802
0,타치카와 유즈루,Yuzuru Tachikawa,20187427
0,조규장,CHO Kyu-jang,20170670
0,존 터틀타웁,Jon Turteltaub,20183584
0,이마이 카즈아키,Kazuaki Imai,20187641
0,이석근,LEE Seok-keun,20153446
0,수잔나 포겔,Susanna Fogel,20187647
0,피터 버그,Peter Berg,20187657
0,아니쉬 차간티,Aneesh Chaganty,20185046
0,변혁,BYUN Daniel H.,20177537
0,리 워넬,Leigh Whannell,20189362
0,발타자르 코루마쿠르,Baltasar Kormakur,20189261
0,갈리나 미클리노바,Galina Miklinova,20188446
0,허종호,HUH Jong-ho,20156554
0,쉐인 블랙,Shane Black,20188581
0,리양우,Yangwu Li,20188342
0,김광식,KIM Kwang-sik,20176122
0,박희곤,PARK Hee-kon,20172204
0,이종석,LEE Jong-seok,20177308
0,코린 하디,Corin Hardy,20189262
0,우시로 신지,Shinji Ushiro,20188304
0,울프강 라우엔슈타인,Wolfgang Lauenstein,20189268
1,크리스토프 라우엔슈타인,Christoph Lauenstein,20189268
0,닛타 노리오,Norio Nitta,20180167
0,정미화,,20189746
0,조원희,"Owen Cho, Jo Won-hee",20167903
0,스탠리 투치,Stanley Tucci,20189743
0,루벤 플레셔,Ruben Fleischer,20177221
0,김태균,KIM Tae-gyun,20179189
0,마크 포스터,Marc Forster,20189123
0,존 스티븐슨,John Stevenson,20189462
0,이지원,LEE Ji-won,20189067
0,브래들리 쿠퍼,Bradley Cooper,20180523
0,마이크 데블린,Mike Devlin,20180770
0,조하네스 로버츠,Johannes Roberts,20181262
0,마이클 수지,Michael Sucsy,20188661
0,조나단 베이커,Jonathan Baker,20180624
1,조쉬 베이커,Josh Baker,20180624
0,데이미언 셔젤,Damien Chazelle,20186321
0,박진영,PARK Jin-young,20184678
0,이시다 히로야스,Hiroyasu Ishida,20187521
0,올리버 달리,Oliver Daly,20180628
0,김성훈,KIM Sung-hoon,20174981
0,존 추,Jon Chu,20182403
0,크리스 콜럼버스,Chris Columbus,20010291
0,이재규,LEE Jae-kyoo,20177538
0,칼 멘데스,Carl Mendez,20181669
0,브라이언 싱어,Bryan Singer,20185485
0,일라이 로스,Eli Roth,20181404
0,데이빗 고든 그린,David Gordon Green,20180987
0,앤드류 하얏트,Andrew Hyatt,20181171
0,임진순,LIM Jin-sun,20170513
0,유영선,YOO Young-sun,20179006
0,마틴 코틱,Martin Kotik,20183063
1,이나 예블라니코바,Inna Evlannikova,20183063
0,아리 산델,Ari Sandel,20182693
0,데이빗 예이츠,David Yates,20176814
0,박준수,,20183050
0,김민호,KIM Min-ho,20184481
0,노규엽,NO Gyu-yeop,20182935
0,우시지마 신이치로,Shinichiro Ushijima,20186822
0,막심 볼코브,Maxim Volkov,20183009
0,라세 할스트롬,Lasse Hallstrom,20183073
0,허버트 베일란드,Hubert Weiland,20183043
0,제이슨 라이트맨,Jason Reitman,20182669
0,최국희,CHOI Kook-hee,20177552
0,오토 바서스트,Otto Bathurst,20181905
0,빅터 아즈에프,Victor Azeev,20182966
0,페데 알바레즈,Fede Alvarez,20183007
0,이권,LEE Kwon,20179230
0,라세 할스트롬,Lasse Hallstrom,20189843
1,조 존스톤,Joe Johnston,20189843
0,크리스찬 리버스,Christian Rivers,20178825
0,윤준상,YOON Jun-sang,20183745
0,강유선,,20183650
0,도노반 마시,Donovan Marsh,20183288
0,로드니 로스맨,Rodney Rothman,20183238
1,밥 퍼시케티,Bob Persichetti,20183238
2,피터 램지,Peter Ramsey,20183238
0,강형철,KANG Hyoung-chul,20175547
0,폴 페이그,Paul Feig,20182082
0,제니퍼 웨스트콧,Jennifer Westcott,20183685
0,제임스 완,James Wan,20180290
0,우민호,WOO Min-ho,20168773
0,스콧 모시어,Scott Mosier,20182421
0,타카하시 와타루,Wataru Takahashi,20183479
0,야지마 테츠오,Tetsuo Yajima,20183375
0,김병우,KIM Byung-woo,20170658
0,트래비스 나이트,Travis Knight,20186281
0,한상호,HAN Sang-ho,20183785
0,리치 무어,Rich Moore,20189463
0,엄유나,EOM Yuna,20184105
0,임경택,LIM Kyoung-tack,20184187
0,강효진,KANG Hyo-jin,20176251
0,유재운,,20183915
1,최신규,CHOI Shin-gyu,20183915
0,피터 패럴리,Peter Farrelly,20184574
0,M. 나이트 샤말란,M. Night Shyamalan,20182544
0,이춘백,LEE Chun-baek,20186324
1,오성윤,OH Sungyun,20186324
0,호소다 마모루,Mamoru Hosoda,20182588
0,크리스토퍼 젠킨스,Christopher Jenkins,20182044
0,이병헌,LEE Byoung-heon,20182530
0,안드레스 코투리어,Andres Couturier,20189385
0,한준희,HAN Jun-hee,20180868
0,딘 데블로이스,Dean Deblois,20186261
0,김진철,KIM Jin-cheol,20185478
1,최신규,CHOI Shin-gyu,20185478
0,나딘 라바키,Nadine Labaki,20184896
0,로버트 로드리게즈,Robert Rodriguez,20188282
0,이한,LEE Han,20185881
0,마이크 미첼,Mike Mitchell,20185444
0,크리스토퍼 랜던,Christopher Landon,20195915
0,이민재,LEE Min-jae,20174169
0,롭 마샬,Rob Marshall,20184888
0,야마모토 야스이치로,Yasuichiro Yamamoto,20162003
0,나가미네 타츠야,Nagamine Tatsuya,20195984
